state,district,mean_update_to_enrolment_ratio,mean_update_dependency,update_to_enrolment_ratio_volatility,dependency_volatility,pct_active_months,activity_growth_slope,maturity_cluster,mean_monthly_activity
CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,8.274681160003391,0.3737298087876791,14.833943672809475,0.4828645655654766,0.4,237.2848484848485,1,568.8
CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,12.908333333333337,0.4572880983750549,22.24819489140469,0.4850424041689831,0.5,5.175757575757576,1,26.2
CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,1057.2866562315048,0.8898508833360539,1513.249825080581,0.3129917019764377,0.9,387.9818181818182,0,2466.5
CHHATTISGARH,MUNGELI,7918.079797037902,0.8799813184603809,9619.64945929579,0.3105797664661939,0.9,1121.030303030303,3,15608.8
CHHATTISGARH,NARAYANPUR,2551.2539309613157,0.8734292559779145,4061.1664922962814,0.3090387217415455,0.9,21.103030303030305,0,3970.0
CHHATTISGARH,RAIGARH,8789.472604630659,0.8848552528672855,11900.779352636726,0.3114732310158226,0.9,2018.7393939393944,3,26301.8
CHHATTISGARH,RAIPUR,12622.717032781997,0.8750082038415125,20563.938355214683,0.3092398598768879,0.9,621.8606060606062,3,33241.7
CHHATTISGARH,RAJNANDGAON,18237.68797230794,0.8844064871239408,27572.124144284837,0.3114932627301409,0.9,30.72121212121217,3,30680.1
CHHATTISGARH,SAKTI,393.3231483510391,0.8777318920845996,436.4569167233079,0.3100632385778981,0.9,306.2909090909092,0,1416.4
CHHATTISGARH,SARANGARH-BILAIGARH,17.783968946430246,0.3905961420826506,24.04552209837442,0.5042761893100948,0.4,404.1212121212121,1,928.4
CHHATTISGARH,SUKMA,719.8480175011564,0.8504135255832306,1501.6727810024374,0.3015595980036474,0.9,658.6909090909091,0,4506.4
CHHATTISGARH,SURAJPUR,4628.722602406514,0.8815752318939966,5177.73581463363,0.3107380713841438,0.9,1299.0545454545456,0,11686.6
CHHATTISGARH,SURGUJA,9677.914981223135,0.884057821997469,11186.710388690237,0.3114700681614476,0.9,1748.357575757576,3,20209.9
CHHATTISGARH,UTTAR BASTAR KANKER,1734.9140837169707,0.8841226712308592,1986.6548217742936,0.3114061889555978,0.9,701.7030303030303,0,4475.7
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,35.54611111111111,0.5767993529450406,51.61015295327152,0.4969794047563853,0.6,10.127272727272729,1,81.3
DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,1824.621236929701,0.8804758151720306,1936.7726714398923,0.3104063940242554,0.9,-48.52121212121212,0,3401.2
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,171.56,0.8811884496980917,164.6048851711948,0.310391897263208,0.9,29.290909090909093,0,375.5
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,111.36386363636365,0.8730634028921314,203.06545625244644,0.3080344790726947,0.9,4.212121212121211,0,227.1
DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,24.3875,0.458554947516641,59.27971740682755,0.4853735619320566,0.5,-1.8242424242424236,1,41.9
DAMAN & DIU,DAMAN,119.03333333333332,0.890893556303037,86.66200307965295,0.3130714116729109,0.9,1.551515151515151,0,179.8
DAMAN & DIU,DIU,60.9202380952381,0.7801139153817694,66.5474737696117,0.4115078684034295,0.8,16.35151515151515,0,105.2
DAMAN AND DIU,DAMAN,276.7870215311005,0.8892380025803366,278.7998406136432,0.3126703861714545,0.9,5.993939393939394,0,519.5
DAMAN AND DIU,DIU,180.8722222222222,0.8770641945480053,177.43103540559886,0.3097199253038808,0.9,7.200000000000001,0,324.0
DARBHANGA,NEAR UNIVERSITY THANA,0.2,0.0666666666666666,0.6324555320336759,0.2108185106778919,0.1,0.1090909090909091,2,0.2
DELHI,CENTRAL DELHI,2042.3215965992856,0.8544610208594641,6343.633399325578,0.3029537058752681,0.9,-1298.4121212121213,0,10705.4
DELHI,EAST DELHI,3157.734901268112,0.861086186721883,9904.367296254028,0.3041361569249832,0.9,-3726.363636363637,0,32060.2
DELHI,NAJAFGARH,67.015,0.6694470276780481,90.23951204406316,0.4634978730924564,0.7,-6.836363636363637,1,107.0
DELHI,NEW DELHI,374.32675624360354,0.7838797973379348,741.5413543407611,0.3414357016563876,0.9,-63.92121212121212,0,1026.1
DELHI,NORTH DELHI,7092.810592290969,0.861711905853657,11720.936289203382,0.3049756597146782,0.9,-1773.860606060606,0,15218.9
DELHI,NORTH EAST,3854.334873978634,0.8646094462636407,4521.978385981628,0.3076130433114253,0.9,-461.52121212121216,0,6018.5
DELHI,NORTH EAST   *,0.0,0.0,0.0,0.0,0.1,0.0363636363636363,2,0.2
DELHI,NORTH EAST DELHI,13221.399343323958,0.8532332812369845,22464.65291163528,0.3030520626815344,0.9,-2886.2606060606063,3,29635.7
DELHI,NORTH WEST DELHI,229.6391968333373,0.8679540287341381,578.1999563038552,0.306612309421966,0.9,-8409.848484848484,0,65532.5
DELHI,SHAHDARA,1053.5705226523046,0.8580880135438751,2200.3469547204204,0.3032789192976021,0.9,-366.3212121212121,0,3820.7
DELHI,SOUTH DELHI,6806.537343029979,0.8609189379941314,21362.493234045523,0.3050740183792939,0.9,-5540.703030303031,0,44982.0
DELHI,SOUTH EAST DELHI,53.27474637681159,0.8728779337166032,43.27125598877558,0.3076632792262819,0.9,44.696969696969695,0,181.1
DELHI,SOUTH WEST DELHI,5704.913189549736,0.8648322249829719,17930.86887913316,0.3056293672238482,0.9,-3629.448484848485,0,32048.1
DELHI,WEST DELHI,39.43840820137069,0.8501128920570571,71.09019768743912,0.3002206933239931,0.9,-5658.854545454546,0,42446.1
GOA,BARDEZ,5.5,0.3669312169312169,8.631338250816034,0.4741547215825936,0.4,2.8424242424242427,1,7.3
GOA,BICHOLIM,0.4,0.1333333333333333,0.8432740427115678,0.2810913475705225,0.2,0.1696969696969697,2,0.4
GOA,NORTH GOA,2223.044759019471,0.8812716054835942,3094.074635463937,0.3106686291697468,0.9,301.4787878787879,0,5796.8
GOA,SOUTH GOA,2320.1840138221337,0.883077168854032,2729.703599705067,0.3111938071888838,0.9,135.42424242424244,0,4779.9
GOA,TISWADI,0.6,0.1916666666666666,1.07496769977314,0.314392418153798,0.3,0.206060606060606,1,0.6
GUJARAT,AHMADABAD,494.3801514827548,0.7524693215191421,929.8455874891124,0.3695999473362439,0.9,379.1333333333334,0,3010.9
GUJARAT,AHMEDABAD,18155.085999487896,0.8701559542788401,39509.6087244416,0.3077284080541315,0.9,-2343.818181818182,3,69250.4
GUJARAT,AMRELI,3650.22419793606,0.8595713937872601,6033.792327515914,0.3041810023861899,0.9,-41.83636363636364,0,10069.5
GUJARAT,ANAND,2679.05424367071,0.8555807959738526,8365.687759253678,0.3032675986497153,0.9,-457.6848484848484,0,15982.4
GUJARAT,ARVALLI,1280.9181048752191,0.8438626424747708,2067.332802708328,0.3005187386898314,0.9,35.284848484848474,0,4015.6
GUJARAT,BANAS KANTHA,2.376864676336158,0.3290855613746403,4.048999733570383,0.4244530002978982,0.7,-117.9030303030303,1,1451.8
GUJARAT,BANASKANTHA,8977.192853189144,0.8252799131261426,14566.54359035984,0.2992776305047264,0.9,457.6363636363636,3,24432.4
GUJARAT,BHARUCH,5145.889209875114,0.865407898766445,9127.68420241526,0.306160050769765,0.9,-413.53333333333336,0,13053.5
GUJARAT,BHAVNAGAR,5776.954810545296,0.8518125074944898,12476.65559919656,0.3023583021450011,0.9,-527.939393939394,0,20918.8
GUJARAT,BOTAD,700.434640478649,0.8012787765206342,1596.0434812730832,0.291803566117066,0.9,-82.61818181818182,0,2674.8
GUJARAT,CHHOTAUDEPUR,670.1735221107535,0.8242491113387812,2077.582429220114,0.2973390510976242,0.9,-299.5878787878788,0,4754.0
GUJARAT,DAHOD,6332.638213547003,0.8348588536853161,10638.85947260048,0.2986739415994308,0.9,-848.6545454545455,0,16212.0
GUJARAT,DANG,0.0,0.0,0.0,0.0,0.2,-9.696969696969695,2,87.2
GUJARAT,DEVBHUMI DWARKA,820.0096218207184,0.8267792611745313,1718.14472711869,0.2959789237230882,0.9,-31.67272727272728,0,3454.0
GUJARAT,DOHAD,435.0541311896961,0.6936310805772246,907.859006576739,0.3598628791842509,0.9,-52.74545454545455,0,3393.1
GUJARAT,GANDHINAGAR,2455.09202066124,0.8574002687892314,7686.435419025862,0.303062126678452,0.9,-954.6060606060606,0,14680.2
GUJARAT,GIR SOMNATH,1219.1588113420316,0.8013006352784962,2630.3513135710086,0.2953527941899871,0.9,-16.042424242424243,0,5455.5
GUJARAT,JAMNAGAR,3512.825498050347,0.8531012487392922,7821.810933939994,0.3021486130650003,0.9,-133.01212121212134,0,13289.9
GUJARAT,JUNAGADH,6901.176893859342,0.8621319185385513,9232.330950691818,0.3064071133205716,0.9,108.13939393939395,0,14625.3
GUJARAT,KACHCHH,89.43440825455686,0.8524249798377189,158.13885717930248,0.3022276759490866,0.9,-673.2242424242423,0,20005.2
GUJARAT,KHEDA,5460.8859727225845,0.8555601104404913,12394.476287527596,0.3035686462723155,0.9,-747.7878787878788,0,17734.7
GUJARAT,MAHESANA,4599.578859505686,0.8572246203433929,9948.029033728151,0.3031866260121337,0.9,-469.1151515151515,0,15662.0
GUJARAT,MAHISAGAR,967.0070593296912,0.8404684467118706,2063.9836985686406,0.2992661549967198,0.9,-14.48484848484848,0,4102.2
GUJARAT,MORBI,14.680158970988426,0.7853252562903629,26.46551607775179,0.2825872522741049,0.9,-355.24848484848485,0,5968.2
GUJARAT,NARMADA,3606.726770719224,0.8711278639150777,4046.9511824676506,0.308413794239162,0.9,-423.52121212121216,0,5523.5
GUJARAT,NAVSARI,2204.8160453204428,0.8664084919968736,5229.225477366115,0.3057050061491022,0.9,-35.993939393939364,0,7791.1
GUJARAT,PANCH MAHALS,4.254215392450687,0.3594629572989892,6.137948314320741,0.4650402030086035,0.5,24.47272727272727,1,214.6
GUJARAT,PANCHMAHALS,5105.216169529975,0.8558085007295173,8442.177967200396,0.3035502622691265,0.9,472.8303030303031,0,14351.7
GUJARAT,PATAN,21.14842910727513,0.8298246747834988,23.682035808593117,0.2958194409812286,0.9,23.727272727272727,0,11247.5
GUJARAT,PORBANDAR,1344.5480978585497,0.848237233815284,2895.333692810555,0.3001013309820224,0.9,-185.54545454545456,0,4812.7
GUJARAT,RAJKOT,4463.327285002343,0.8469342300112637,14039.378552567572,0.2998707030228406,0.9,-1459.5212121212126,0,32338.1
GUJARAT,SABAR KANTHA,3.334155844155844,0.3524095721923764,4.823464276952966,0.4555639130509967,0.5,41.41212121212121,1,369.7
GUJARAT,SABARKANTHA,5301.64024099416,0.8632348135199779,9032.497344755877,0.3056050326452704,0.9,-35.82424242424246,0,13937.9
GUJARAT,SURAT,15365.504570196592,0.8617684228802786,33807.42157484744,0.3042430502828197,0.9,-2670.6545454545458,3,66465.0
GUJARAT,SURENDRA NAGAR,5635.6664678422,0.8466376997906506,9879.300283081611,0.3028537718469855,0.9,-803.8969696969698,0,14132.5
GUJARAT,SURENDRANAGAR,4.3934443777511,0.3622673512332681,6.507941287283894,0.4680522676712851,0.5,54.64242424242424,1,288.2
GUJARAT,TAPI,2487.101355539576,0.8604184620178282,3502.84370219246,0.3069509115276355,0.9,-147.2666666666667,0,5442.7
GUJARAT,THE DANGS,1349.9351880412266,0.8597956104421558,2248.057874481204,0.3049000282020941,0.9,-389.9818181818182,0,3585.9
GUJARAT,VADODARA,90.78953788882816,0.8600924486622423,188.40739437510072,0.3040693934440773,0.9,-23.27272727272734,0,31372.8
GUJARAT,VALSAD,3925.497693579777,0.8467912420825001,8961.02653875867,0.3002116680124349,0.9,-597.5212121212121,0,13981.5
HARYANA,AKHERA,0.1,0.05,0.3162277660168379,0.1581138830084189,0.1,0.0424242424242424,2,0.1
HARYANA,AMBALA,5286.696310138499,0.8692563395937363,6849.318723371109,0.3075786857052542,0.9,-261.3939393939393,0,10921.6
HARYANA,BHIWANI,7713.958844976873,0.8735080853963003,8332.727811305203,0.3088962557608287,0.9,-142.07272727272732,0,13339.4
HARYANA,CHARKHI DADRI,1156.080098740542,0.8664974380841072,1342.7307493583044,0.3078557581252225,0.9,92.55151515151516,0,2274.1
HARYANA,FARIDABAD,38.47088396386231,0.8484475617582424,75.44808141134286,0.2992709314541191,0.9,-1209.3515151515153,0,29566.1
HARYANA,FATEHABAD,7056.027306348832,0.8750490992347555,7758.94202769521,0.3091630806197661,0.9,-417.8545454545455,0,11437.6
HARYANA,GURGAON,7457.641170677688,0.8629601164712313,12703.548744202972,0.3053809790014183,0.9,-302.539393939394,3,19686.5
HARYANA,GURUGRAM,0.0,0.0,0.0,0.0,0.3,-28.363636363636363,2,263.6
HARYANA,HISAR,9341.52414114902,0.8702263178916096,12527.506525575856,0.3077561910701253,0.9,-208.6969696969697,3,18430.7
HARYANA,JHAJJAR,5271.9708775410345,0.8711830372758513,5989.984900999739,0.3085561682924888,0.9,-41.99393939393942,0,9164.7
HARYANA,JHAJJAR *,0.0,0.0,0.0,0.0,0.1,0.0181818181818181,2,0.1
HARYANA,JIND,8238.500123987205,0.870995333001374,8786.675455623663,0.3085602874648714,0.9,-279.1151515151515,0,13910.2
HARYANA,KAITHAL,6491.621739503829,0.872860843813681,8875.75654964593,0.3081347301226366,0.9,-756.8424242424244,0,12290.1
HARYANA,KARNAL,8902.839897864771,0.8703385758407993,9596.07023144093,0.3083624530469361,0.9,-595.9030303030304,0,14719.8
HARYANA,KURUKSHETRA,5406.298904632441,0.8742174778004612,6999.032581972094,0.308772348352377,0.9,-408.72121212121215,0,10110.5
HARYANA,MAHENDRAGARH,4295.2621779747415,0.8681735195708591,4593.318183110577,0.3079312312271026,0.9,137.0060606060606,0,8012.0
HARYANA,MEWAT,5569.872117822681,0.8547658641091374,8221.027875168647,0.3039635612589065,0.9,903.078787878788,0,14255.0
HARYANA,NUH,0.0,0.0,0.0,0.0,0.1,-27.381818181818183,2,150.6
HARYANA,PALWAL,7464.808822417135,0.865993428944593,8714.376465224299,0.3075028523564774,0.9,199.22424242424245,0,13236.8
HARYANA,PANCHKULA,4577.543068360214,0.8784767427274522,5007.00912363666,0.3099375375056601,0.9,-312.9272727272727,0,7317.1
HARYANA,PANIPAT,5919.525863611687,0.8575473313233681,9971.118198068629,0.3036757445946993,0.9,-513.1575757575757,0,15494.5
HARYANA,REWARI,5495.478796268197,0.8748071013770289,5791.004614979124,0.3091574252997576,0.9,-85.36969696969695,0,9624.8
HARYANA,ROHTAK,5309.443826079647,0.8657647343035748,6884.509252584726,0.3064992828990117,0.9,-412.5818181818182,0,10591.4
HARYANA,SIRSA,9070.54811442842,0.8779993398261233,9641.026766676194,0.3098564958929307,0.9,-123.36363636363636,3,15556.3
HARYANA,SONIPAT,7438.13583652313,0.8676547086742259,10138.939235123358,0.3071821435446875,0.9,-691.0424242424244,0,14993.6
HARYANA,YAMUNA NAGAR,8483.880406391954,0.8757212208255039,9448.868397261707,0.3093889170358997,0.9,-143.26666666666668,0,14500.5
HARYANA,YAMUNANAGAR,45.49901960784314,0.7678223084800211,46.361116023495335,0.4059957025897954,0.8,26.01818181818182,0,136.9
HIMACHAL PRADESH,BILASPUR,1426.5901110575128,0.8734910567741345,1601.4642460336022,0.3087151731107501,0.9,110.32121212121211,0,2966.5
HIMACHAL PRADESH,CHAMBA,2427.861583803038,0.8774924700511082,3219.142434517249,0.3097326876802971,0.9,259.8,0,5515.7
HIMACHAL PRADESH,HAMIRPUR,1430.029694289493,0.8725794229576553,1621.8498315940203,0.3085965432808968,0.9,218.34545454545457,0,3233.7
HIMACHAL PRADESH,KANGRA,5808.830198094149,0.8762661786044268,7180.378844778496,0.3095121243088622,0.9,625.939393939394,0,12800.6
HIMACHAL PRADESH,KINNAUR,263.09813438195795,0.8777610963388238,296.95346945357016,0.3096095256064083,0.9,56.11515151515152,0,579.9
HIMACHAL PRADESH,KULLU,1172.010528810237,0.8697433083755748,1651.1886594775506,0.30726962461195,0.9,219.12121212121207,0,3208.9
HIMACHAL PRADESH,LAHAUL AND SPITI,6.2333333333333325,0.37172976011994,8.854168300653443,0.4803774039953112,0.4,4.7696969696969695,1,10.9
HIMACHAL PRADESH,LAHUL & SPITI,18.475892857142856,0.4777062643239113,27.9988902493324,0.5039508755580827,0.5,30.715151515151515,1,91.0
HIMACHAL PRADESH,LAHUL AND SPITI,28.80887445887446,0.576649838920064,40.8823915567084,0.4968964991662992,0.6,32.666666666666664,1,103.0
HIMACHAL PRADESH,MANDI,4116.3072049255,0.8750672578371557,4747.267306638276,0.3091074595108825,0.9,154.76969696969698,0,8215.3
HIMACHAL PRADESH,SHIMLA,2536.609042487238,0.8784116016092163,2969.312591782032,0.3099144074035436,0.9,332.3818181818182,0,5713.9
HIMACHAL PRADESH,SIRMAUR,3167.0108794065063,0.8687606464758714,3770.704686538343,0.3079912204230451,0.9,-297.43636363636364,0,5245.5
HIMACHAL PRADESH,SOLAN,2164.3577693242773,0.8777265304602366,2376.008247680109,0.3097932657035918,0.9,153.66060606060606,0,4372.8
HIMACHAL PRADESH,UNA,1941.729871533294,0.8774402948564279,2166.5995036712966,0.3096885912674245,0.9,200.9757575757576,0,4235.7
JAIPUR,NEAR MEERA HOSPITAL,0.2,0.0666666666666666,0.6324555320336759,0.2108185106778919,0.1,0.1090909090909091,2,0.2
JAMMU & KASHMIR,ANANTNAG,1.1333333333333333,0.2651082251082251,1.96387120846984,0.35982097888778,0.4,0.8848484848484849,1,2.2
JAMMU & KASHMIR,BADGAM,1.1666666666666667,0.2925,1.6043921197992943,0.3800676109442751,0.4,0.6242424242424243,1,1.7
JAMMU & KASHMIR,BANDIPUR,0.1,0.05,0.3162277660168379,0.1581138830084189,0.3,0.1272727272727273,2,0.3
JAMMU & KASHMIR,BARAMULA,1.424040404040404,0.3065691720325341,1.983662071204013,0.3977011253734384,0.4,8.321212121212122,1,22.1
JAMMU & KASHMIR,DODA,0.7666666666666666,0.195,1.4744741686696563,0.3303617545795652,0.3,0.406060606060606,1,1.1
JAMMU & KASHMIR,JAMMU,3.396269841269841,0.3439542615333036,6.044233014162083,0.4454614861121313,0.4,18.2969696969697,1,48.7
JAMMU & KASHMIR,KARGIL,0.7166666666666667,0.2089285714285714,1.1968322386230277,0.3377733628799076,0.4,0.6,1,1.7
JAMMU & KASHMIR,KATHUA,4.133333333333334,0.3574509803921568,6.1947807581846925,0.4623865898270379,0.4,4.187878787878788,1,10.3
JAMMU & KASHMIR,KUPWARA,0.6900000000000001,0.1476190476190476,1.8752481317296532,0.280777454287161,0.4,0.7696969696969697,1,1.9
JAMMU & KASHMIR,LEH (LADAKH),1.3833333333333333,0.2684920634920635,2.241651177145989,0.3831524598749021,0.4,0.6848484848484849,1,2.1
JAMMU & KASHMIR,PULWAMA,0.1333333333333333,0.0916666666666666,0.2194268628681277,0.1493297783968401,0.3,0.3090909090909091,2,0.7
JAMMU & KASHMIR,PUNCH,0.85,0.2566666666666666,1.3343745934165396,0.3392256978385837,0.4,0.4545454545454545,1,1.1
JAMMU & KASHMIR,RAJAURI,1.65,0.3099019607843137,2.5391380864817537,0.4034708999926057,0.4,1.303030303030303,1,2.9
JAMMU & KASHMIR,SRINAGAR,1.5,0.3132467532467532,2.0,0.4052969124316471,0.4,1.1454545454545455,1,2.9
JAMMU & KASHMIR,UDHAMPUR,0.75,0.2516666666666666,1.0865337342004415,0.3305858996343265,0.4,0.503030303030303,1,1.3
JAMMU AND KASHMIR,?,0.1,0.05,0.3162277660168379,0.1581138830084189,0.1,0.0424242424242424,2,0.1
JAMMU AND KASHMIR,ANANTNAG,4322.507003982435,0.8620497159690444,5065.560696507358,0.30757360051469,0.9,330.7818181818182,0,8646.7
JAMMU AND KASHMIR,BADGAM,1308.5308543258543,0.8462365295195668,1940.9693111348324,0.3054691068090928,0.9,98.23030303030303,0,2811.0
JAMMU AND KASHMIR,BANDIPORE,2105.2641454550567,0.8559562524047521,2580.913965245566,0.306578541477315,0.9,13.854545454545448,0,3790.6
JAMMU AND KASHMIR,BANDIPUR,0.1,0.05,0.3162277660168379,0.1581138830084189,0.1,0.0545454545454545,2,0.1
JAMMU AND KASHMIR,BARAMULA,4601.037208601239,0.866022664652452,6222.345758132138,0.3068171184122506,0.9,50.34545454545457,0,10230.3
JAMMU AND KASHMIR,BUDGAM,2796.809465783785,0.8745002898848199,3091.7539821275927,0.3090894675948941,0.9,-335.4181818181818,0,4259.2
JAMMU AND KASHMIR,DODA,1995.1483400856764,0.8271485650695812,2713.0376549221146,0.3013709757471153,0.9,336.72121212121215,0,5264.9
JAMMU AND KASHMIR,GANDERBAL,1095.9030798341355,0.8629024928734765,1291.9653233554209,0.307775686952311,0.9,98.9939393939394,0,2206.8
JAMMU AND KASHMIR,JAMMU,5810.826958208152,0.8728260200923168,8014.32976471254,0.3086223661858787,0.9,449.6242424242424,0,13804.8
JAMMU AND KASHMIR,KARGIL,168.04878772947282,0.8402523263391792,254.16809194678228,0.3034642862564884,0.9,81.06666666666668,0,549.2
JAMMU AND KASHMIR,KATHUA,3318.3212366613543,0.8610977744454352,3716.8355137738263,0.3065318774868731,0.9,116.27878787878788,0,6350.0
JAMMU AND KASHMIR,KISHTWAR,1747.8986229767015,0.8477354326345944,1885.8485656304676,0.3054321447765407,0.9,-44.56363636363636,0,2805.7
JAMMU AND KASHMIR,KULGAM,2461.64233526547,0.8627919425197825,2751.060887154527,0.3072081440917919,0.9,-237.0787878787879,0,3936.2
JAMMU AND KASHMIR,KUPWARA,6162.296798782358,0.8657452946343627,7003.573297352727,0.3076407701940353,0.9,-576.3272727272727,0,9776.2
JAMMU AND KASHMIR,LEH,148.72090379477464,0.8663736244917294,220.4142933561148,0.30695135726469,0.9,44.46666666666667,0,419.7
JAMMU AND KASHMIR,POONCH,0.4,0.125,0.966091783079296,0.2700308624336608,0.2,0.1818181818181818,2,0.4
JAMMU AND KASHMIR,PULWAMA,2613.237861093866,0.8672250043276547,2823.552766252714,0.3089277505014557,0.9,471.8727272727273,0,5618.7
JAMMU AND KASHMIR,PUNCH,3094.2797964942565,0.8649288892207814,4686.345791959677,0.3066741283860685,0.9,-94.4,0,7243.4
JAMMU AND KASHMIR,RAJOURI,3508.9919308445,0.8705388252559079,4346.604530560832,0.308436796943041,0.9,335.5030303030303,0,7421.8
JAMMU AND KASHMIR,RAMBAN,1612.1874973656911,0.8600153528319543,1796.2606534680972,0.3071408620641086,0.9,453.64242424242417,0,3955.1
JAMMU AND KASHMIR,REASI,1884.808456748108,0.8503989612224834,2329.5205621296504,0.3055092082882202,0.9,-75.60606060606061,0,3335.5
JAMMU AND KASHMIR,SAMBA,831.7400815913082,0.8708313296581245,914.1652577758284,0.308323037704225,0.9,65.73939393939395,0,1693.3
JAMMU AND KASHMIR,SHOPIAN,0.0,0.0,0.0,0.0,0.1,-2.496969696969698,2,41.2
JAMMU AND KASHMIR,SHUPIYAN,1373.9030143875732,0.8736989421198116,1602.3191104924408,0.308751411767641,0.9,-17.9030303030303,0,2440.2
JAMMU AND KASHMIR,SRINAGAR,4818.52230295052,0.8770905012845779,5607.729591107953,0.3101132652116198,0.9,1200.9212121212122,0,11579.0
JAMMU AND KASHMIR,UDHAMPUR,3737.62263731058,0.8586522985204956,4462.0899783105215,0.3062986911646803,0.9,-183.92727272727276,0,6513.4
JHARKHAND,BOKARO,10340.683217489526,0.8703099097744147,13893.66388276252,0.3082580564772471,0.9,-829.8909090909092,3,18490.2
JHARKHAND,BOKARO *,0.25,0.1333333333333333,0.4249182927993987,0.2194268628681278,0.4,0.1878787878787879,2,0.5
JHARKHAND,CHATRA,4484.892078706385,0.8494894870107608,9121.764819522154,0.3018606560015041,0.9,-113.20000000000002,0,12129.0
JHARKHAND,DEOGHAR,2256.828716860716,0.8441856166627252,3485.0723333632945,0.3030448002731231,0.9,-597.0787878787879,0,13581.0
JHARKHAND,DHANBAD,13810.661250887835,0.8562071175742689,24547.484055274937,0.3049686782185312,0.9,-2302.6363636363635,3,26989.7
JHARKHAND,DUMKA,4834.852766920109,0.859209071265829,12589.919897556443,0.3046175218436068,0.9,-1024.3333333333333,0,14169.5
JHARKHAND,EAST SINGHBHUM,7399.551735005501,0.8619322331362996,14103.853704450576,0.3059563227003486,0.9,-906.7939393939396,3,20495.7
JHARKHAND,EAST SINGHBUM,0.0,0.0,0.0,0.0,0.1,-8.76969696969697,2,144.7
JHARKHAND,GARHWA,7703.08272060539,0.8626921988254823,9474.397405500444,0.3070917223891651,0.9,-123.3454545454546,0,14580.4
JHARKHAND,GARHWA *,359.4941199805708,0.8636493602487206,402.4213896247383,0.3069430246148926,0.9,58.49090909090909,0,808.1
JHARKHAND,GIRIDIH,13037.40840629087,0.837314665109985,26687.02055489829,0.3015710048581723,0.9,-2214.715151515152,3,25038.4
JHARKHAND,GODDA,5620.595607623939,0.8684647241039609,10190.770518300043,0.307791588707293,0.9,-265.7151515151515,0,14400.1
JHARKHAND,GUMLA,4934.443249971127,0.8556555081898674,8233.048160083048,0.3035404274292544,0.9,356.87272727272733,0,14133.2
JHARKHAND,HAZARIBAG,866.1247663347846,0.8734841016125635,1386.85893256819,0.3089431483283815,0.9,9.442424242424249,0,1802.6
JHARKHAND,HAZARIBAGH,6668.57748516997,0.8597944527563263,12577.322079516896,0.3063565911057281,0.9,-583.0000000000001,0,14778.1
JHARKHAND,JAMTARA,3927.3108075425007,0.8519176980873981,5803.360211822895,0.3059579001690706,0.9,-176.6787878787879,0,7709.4
JHARKHAND,KHUNTI,2419.770164542188,0.8628115684407385,4428.201020397598,0.3048490935168109,0.9,-133.64848484848486,0,6702.0
JHARKHAND,KODARMA,405.3643597087958,0.866280444936564,479.208157816676,0.3078833227415725,0.9,21.024242424242427,0,821.1
JHARKHAND,KODERMA,3975.2722214332543,0.8465958116806134,5932.491392658807,0.3060433452896968,0.9,-595.0181818181819,0,6555.0
JHARKHAND,LATEHAR,4253.974568971245,0.8748248099982339,6453.084501417263,0.3091421976211523,0.9,-100.89090909090912,0,8471.7
JHARKHAND,LOHARDAGA,2310.2385872242194,0.8492681138706015,4376.330037304886,0.3015657216721233,0.9,-376.0606060606061,0,5957.4
JHARKHAND,PAKAUR,329.5571964202022,0.8647284746789898,586.780572279981,0.3079248918964023,0.9,-27.739393939393945,0,645.9
JHARKHAND,PAKUR,3641.239598978778,0.8088618071184612,9715.197928214851,0.2978020016082982,0.9,-1182.7151515151515,0,8967.2
JHARKHAND,PALAMAU,301.17607178464607,0.867191505447604,548.9836239900379,0.3077098783589317,0.9,14.739393939393937,0,660.6
JHARKHAND,PALAMU,13210.613983927484,0.8656457812638578,22957.388329235106,0.3075248702730394,0.9,-1538.8727272727272,3,23569.8
JHARKHAND,PASHCHIMI SINGHBHUM,1270.7645508195508,0.8777189934173103,1640.6134520064008,0.3097603098068164,0.9,-56.51515151515152,0,2386.7
JHARKHAND,PURBI SINGHBHUM,1455.5269606279749,0.8630685406700953,1595.934443774424,0.3078428847313499,0.9,-37.375757575757575,0,2641.1
JHARKHAND,RAMGARH,3988.670336956392,0.8639806673485697,6346.600599358868,0.3075078244854387,0.9,-239.96363636363637,0,7567.6
JHARKHAND,RANCHI,9602.620663160687,0.8481706523994591,23392.55630025249,0.3017840342471169,0.9,-2449.4060606060607,3,29569.2
JHARKHAND,SAHEBGANJ,6746.865021570435,0.863941724561486,10763.333480720114,0.3073056358898398,0.9,-264.2,0,13649.5
JHARKHAND,SAHIBGANJ,178.1002809636438,0.8519399471566487,278.3705667586629,0.306370702289195,0.9,56.53333333333334,0,511.8
JHARKHAND,SERAIKELA-KHARSAWAN,6124.30214653053,0.8687883728149604,7151.3039011869705,0.307880308543572,0.9,-28.47878787878787,0,11753.9
