state,district,date,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
MAHARASHTRA,RAIGAD,2025-04-12,,,,,,,
MAHARASHTRA,RAIGARH,2025-04-12,,,,,,,
MAHARASHTRA,RAIGARH(MH),2025-04-12,,,,,,,
MAHARASHTRA,RATNAGIRI,2025-04-12,,,,,,,
MAHARASHTRA,SANGLI,2025-04-12,,,,,,,
MAHARASHTRA,SATARA,2025-04-12,,,,,,,
MAHARASHTRA,SINDHUDURG,2025-04-12,,,,,,,
MAHARASHTRA,SOLAPUR,2025-04-12,,,,,,,
MAHARASHTRA,THANE,2025-04-12,,,,,,,
MAHARASHTRA,WARDHA,2025-04-12,,,,,,,
MAHARASHTRA,WASHIM,2025-04-12,,,,,,,
MAHARASHTRA,WASHIM *,2025-04-12,,,,,,,
MAHARASHTRA,YAVATMAL,2025-04-12,,,,,,,
MANIPUR,BISHNUPUR,2025-04-12,,,,,,,
MANIPUR,CHANDEL,2025-04-12,,,,,,,
MANIPUR,CHURACHANDPUR,2025-04-12,,,,,,,
MANIPUR,IMPHAL EAST,2025-04-12,,,,,,,
MANIPUR,IMPHAL WEST,2025-04-12,,,,,,,
MANIPUR,JIRIBAM,2025-04-12,,,,,,,
MANIPUR,KAKCHING,2025-04-12,,,,,,,
MANIPUR,KANGPOKPI,2025-04-12,,,,,,,
MANIPUR,PHERZAWL,2025-04-12,,,,,,,
MANIPUR,SENAPATI,2025-04-12,,,,,,,
MANIPUR,TAMENGLONG,2025-04-12,,,,,,,
MANIPUR,THOUBAL,2025-04-12,,,,,,,
MANIPUR,UKHRUL,2025-04-12,,,,,,,
MEGHALAYA,EAST GARO HILLS,2025-04-12,,,,,,,
MEGHALAYA,EAST JAINTIA HILLS,2025-04-12,,,,,,,
MEGHALAYA,EAST KHASI HILLS,2025-04-12,,,,,,,
MEGHALAYA,EASTERN WEST KHASI HILLS,2025-04-12,,,,,,,
MEGHALAYA,JAINTIA HILLS,2025-04-12,,,,,,,
MEGHALAYA,KAMRUP,2025-04-12,,,,,,,
MEGHALAYA,NORTH GARO HILLS,2025-04-12,,,,,,,
MEGHALAYA,RI BHOI,2025-04-12,,,,,,,
MEGHALAYA,SOUTH GARO HILLS,2025-04-12,,,,,,,
MEGHALAYA,SOUTH WEST GARO HILLS,2025-04-12,,,,,,,
MEGHALAYA,SOUTH WEST KHASI HILLS,2025-04-12,,,,,,,
MEGHALAYA,WEST GARO HILLS,2025-04-12,,,,,,,
MEGHALAYA,WEST JAINTIA HILLS,2025-04-12,,,,,,,
MEGHALAYA,WEST KHASI HILLS,2025-04-12,,,,,,,
MIZORAM,AIZAWL,2025-04-12,,,,,,,
MIZORAM,CHAMPHAI,2025-04-12,,,,,,,
MIZORAM,HNAHTHIAL,2025-04-12,,,,,,,
MIZORAM,KHAWZAWL,2025-04-12,,,,,,,
MIZORAM,KOLASIB,2025-04-12,,,,,,,
MIZORAM,LAWNGTLAI,2025-04-12,,,,,,,
MIZORAM,LUNGLEI,2025-04-12,,,,,,,
MIZORAM,MAMIT,2025-04-12,,,,,,,
MIZORAM,MAMMIT,2025-04-12,,,,,,,
MIZORAM,SAIHA,2025-04-12,,,,,,,
MIZORAM,SAITUAL,2025-04-12,,,,,,,
MIZORAM,SERCHHIP,2025-04-12,,,,,,,
NAGALAND,CHUMUKEDIMA,2025-04-12,,,,,,,
NAGALAND,DIMAPUR,2025-04-12,,,,,,,
NAGALAND,KIPHIRE,2025-04-12,,,,,,,
NAGALAND,KOHIMA,2025-04-12,,,,,,,
NAGALAND,LONGLENG,2025-04-12,,,,,,,
NAGALAND,MELURI,2025-04-12,,,,,,,
NAGALAND,MOKOKCHUNG,2025-04-12,,,,,,,
NAGALAND,MON,2025-04-12,,,,,,,
NAGALAND,NIULAND,2025-04-12,,,,,,,
NAGALAND,NOKLAK,2025-04-12,,,,,,,
NAGALAND,PEREN,2025-04-12,,,,,,,
NAGALAND,PHEK,2025-04-12,,,,,,,
NAGALAND,SHAMATOR,2025-04-12,,,,,,,
NAGALAND,TSEMINYU,2025-04-12,,,,,,,
NAGALAND,TUENSANG,2025-04-12,,,,,,,
NAGALAND,WOKHA,2025-04-12,,,,,,,
NAGALAND,ZUNHEBOTO,2025-04-12,,,,,,,
NAGPUR,NEAR UDAY NAGAR NIT GARDEN,2025-04-12,,,,,,,
ODISHA,ANGUL,2025-04-12,,,,,,,
ODISHA,ANUGAL,2025-04-12,,,,,,,
ODISHA,ANUGUL,2025-04-12,,,,,,,
ODISHA,BALANGIR,2025-04-12,,,,,,,
ODISHA,BALESHWAR,2025-04-12,,,,,,,
ODISHA,BALESWAR,2025-04-12,,,,,,,
ODISHA,BALIANTA,2025-04-12,,,,,,,
ODISHA,BARGARH,2025-04-12,,,,,,,
ODISHA,BAUDH,2025-04-12,,,,,,,
ODISHA,BHADRAK,2025-04-12,,,,,,,
ODISHA,BHADRAK(R),2025-04-12,,,,,,,
ODISHA,BOUDH,2025-04-12,,,,,,,
ODISHA,CUTTACK,2025-04-12,,,,,,,
ODISHA,DEBAGARH,2025-04-12,,,,,,,
ODISHA,DHENKANAL,2025-04-12,,,,,,,
ODISHA,GAJAPATI,2025-04-12,,,,,,,
ODISHA,GANJAM,2025-04-12,,,,,,,
ODISHA,JAGATSINGHAPUR,2025-04-12,,,,,,,
ODISHA,JAGATSINGHPUR,2025-04-12,,,,,,,
ODISHA,JAJAPUR,2025-04-12,,,,,,,
ODISHA,JAJPUR,2025-04-12,,,,,,,
ODISHA,JHARSUGUDA,2025-04-12,,,,,,,
ODISHA,KALAHANDI,2025-04-12,,,,,,,
ODISHA,KANDHAMAL,2025-04-12,,,,,,,
ODISHA,KENDRAPARA,2025-04-12,,,,,,,
ODISHA,KENDUJHAR,2025-04-12,,,,,,,
ODISHA,KHORDA,2025-04-12,,,,,,,
ODISHA,KHORDHA,2025-04-12,,,,,,,
ODISHA,KORAPUT,2025-04-12,,,,,,,
ODISHA,MALKANGIRI,2025-04-12,,,,,,,
ODISHA,MAYURBHANJ,2025-04-12,,,,,,,
ODISHA,NABARANGAPUR,2025-04-12,,,,,,,
ODISHA,NABARANGPUR,2025-04-12,,,,,,,
ODISHA,NAYAGARH,2025-04-12,,,,,,,
ODISHA,NUAPADA,2025-04-12,,,,,,,
ODISHA,PURI,2025-04-12,,,,,,,
ODISHA,RAYAGADA,2025-04-12,,,,,,,
ODISHA,SAMBALPUR,2025-04-12,,,,,,,
ODISHA,SONAPUR,2025-04-12,,,,,,,
ODISHA,SUBARNAPUR,2025-04-12,,,,,,,
ODISHA,SUNDARGARH,2025-04-12,,,,,,,
ODISHA,SUNDERGARH,2025-04-12,,,,,,,
ORISSA,ANGUL,2025-04-12,,,,,,,
ORISSA,ANUGUL,2025-04-12,,,,,,,
ORISSA,ANUGUL  *,2025-04-12,,,,,,,
ORISSA,BALANGIR,2025-04-12,,,,,,,
ORISSA,BALESHWAR,2025-04-12,,,,,,,
ORISSA,BALESWAR,2025-04-12,,,,,,,
ORISSA,BARGARH,2025-04-12,,,,,,,
ORISSA,BAUDH,2025-04-12,,,,,,,
ORISSA,BHADRAK,2025-04-12,,,,,,,
ORISSA,CUTTACK,2025-04-12,,,,,,,
ORISSA,DEBAGARH,2025-04-12,,,,,,,
ORISSA,DHENKANAL,2025-04-12,,,,,,,
ORISSA,GAJAPATI,2025-04-12,,,,,,,
ORISSA,GANJAM,2025-04-12,,,,,,,
ORISSA,JAGATSINGHAPUR,2025-04-12,,,,,,,
ORISSA,JAJAPUR,2025-04-12,,,,,,,
ORISSA,JAJAPUR  *,2025-04-12,,,,,,,
ORISSA,JHARSUGUDA,2025-04-12,,,,,,,
ORISSA,KALAHANDI,2025-04-12,,,,,,,
ORISSA,KANDHAMAL,2025-04-12,,,,,,,
ORISSA,KENDRAPARA,2025-04-12,,,,,,,
ORISSA,KENDRAPARA *,2025-04-12,,,,,,,
ORISSA,KENDUJHAR,2025-04-12,,,,,,,
ORISSA,KHORDA,2025-04-12,,,,,,,
ORISSA,KHORDHA,2025-04-12,,,,,,,
ORISSA,KHORDHA  *,2025-04-12,,,,,,,
ORISSA,KORAPUT,2025-04-12,,,,,,,
ORISSA,MALKANGIRI,2025-04-12,,,,,,,
ORISSA,MAYURBHANJ,2025-04-12,,,,,,,
ORISSA,NABARANGAPUR,2025-04-12,,,,,,,
ORISSA,NAYAGARH,2025-04-12,,,,,,,
ORISSA,NUAPADA,2025-04-12,,,,,,,
ORISSA,PURI,2025-04-12,,,,,,,
ORISSA,RAYAGADA,2025-04-12,,,,,,,
ORISSA,SAMBALPUR,2025-04-12,,,,,,,
ORISSA,SONAPUR,2025-04-12,,,,,,,
ORISSA,SUBARNAPUR,2025-04-12,,,,,,,
ORISSA,SUNDARGARH,2025-04-12,,,,,,,
ORISSA,SUNDERGARH,2025-04-12,,,,,,,
PONDICHERRY,CUDDALORE,2025-04-12,,,,,,,
PONDICHERRY,KARAIKAL,2025-04-12,,,,,,,
PONDICHERRY,PONDICHERRY,2025-04-12,,,,,,,
PONDICHERRY,VILUPPURAM,2025-04-12,,,,,,,
PONDICHERRY,YANAM,2025-04-12,,,,,,,
PUDUCHERRY,KARAIKAL,2025-04-12,,,,,,,
PUDUCHERRY,PONDICHERRY,2025-04-12,,,,,,,
PUDUCHERRY,PUDUCHERRY,2025-04-12,,,,,,,
PUDUCHERRY,YANAM,2025-04-12,,,,,,,
PUNJAB,AMRITSAR,2025-04-12,,,,,,,
PUNJAB,BARNALA,2025-04-12,,,,,,,
PUNJAB,BATHINDA,2025-04-12,,,,,,,
PUNJAB,FARIDKOT,2025-04-12,,,,,,,
PUNJAB,FATEHGARH SAHIB,2025-04-12,,,,,,,
PUNJAB,FAZILKA,2025-04-12,,,,,,,
PUNJAB,FEROZEPUR,2025-04-12,,,,,,,
PUNJAB,FIROZPUR,2025-04-12,,,,,,,
PUNJAB,GURDASPUR,2025-04-12,,,,,,,
PUNJAB,HOSHIARPUR,2025-04-12,,,,,,,
PUNJAB,JALANDHAR,2025-04-12,,,,,,,
PUNJAB,KAPURTHALA,2025-04-12,,,,,,,
PUNJAB,LUDHIANA,2025-04-12,,,,,,,
PUNJAB,MALERKOTLA,2025-04-12,,,,,,,
PUNJAB,MANSA,2025-04-12,,,,,,,
PUNJAB,MOGA,2025-04-12,,,,,,,
PUNJAB,MUKTSAR,2025-04-12,,,,,,,
PUNJAB,NAWANSHAHR,2025-04-12,,,,,,,
PUNJAB,PATHANKOT,2025-04-12,,,,,,,
PUNJAB,PATIALA,2025-04-12,,,,,,,
PUNJAB,RUPNAGAR,2025-04-12,,,,,,,
PUNJAB,S.A.S NAGAR,2025-04-12,,,,,,,
PUNJAB,S.A.S NAGAR(MOHALI),2025-04-12,,,,,,,
PUNJAB,SANGRUR,2025-04-12,,,,,,,
PUNJAB,SAS NAGAR (MOHALI),2025-04-12,,,,,,,
PUNJAB,SHAHEED BHAGAT SINGH NAGAR,2025-04-12,,,,,,,
PUNJAB,SRI MUKTSAR SAHIB,2025-04-12,,,,,,,
PUNJAB,TARN TARAN,2025-04-12,,,,,,,
PUTTENAHALLI,5TH CROSS,2025-04-12,,,,,,,
RAJA ANNAMALAI PURAM,NEAR DHYANA ASHRAM,2025-04-12,,,,,,,
RAJASTHAN,AJMER,2025-04-12,,,,,,,
RAJASTHAN,ALWAR,2025-04-12,,,,,,,
RAJASTHAN,BALOTRA,2025-04-12,,,,,,,
RAJASTHAN,BANSWARA,2025-04-12,,,,,,,
RAJASTHAN,BARAN,2025-04-12,,,,,,,
RAJASTHAN,BARMER,2025-04-12,,,,,,,
RAJASTHAN,BEAWAR,2025-04-12,,,,,,,
RAJASTHAN,BHARATPUR,2025-04-12,,,,,,,
RAJASTHAN,BHILWARA,2025-04-12,,,,,,,
RAJASTHAN,BIKANER,2025-04-12,,,,,,,
RAJASTHAN,BUNDI,2025-04-12,,,,,,,
RAJASTHAN,CHITTAURGARH,2025-04-12,,,,,,,
RAJASTHAN,CHITTORGARH,2025-04-12,,,,,,,
RAJASTHAN,CHURU,2025-04-12,,,,,,,
RAJASTHAN,DAUSA,2025-04-12,,,,,,,
RAJASTHAN,DEEG,2025-04-12,,,,,,,
RAJASTHAN,DHAULPUR,2025-04-12,,,,,,,
RAJASTHAN,DHOLPUR,2025-04-12,,,,,,,
RAJASTHAN,DIDWANA-KUCHAMAN,2025-04-12,,,,,,,
RAJASTHAN,DUNGARPUR,2025-04-12,,,,,,,
RAJASTHAN,GANGANAGAR,2025-04-12,,,,,,,
RAJASTHAN,HANUMANGARH,2025-04-12,,,,,,,
RAJASTHAN,JAIPUR,2025-04-12,,,,,,,
RAJASTHAN,JAISALMER,2025-04-12,,,,,,,
RAJASTHAN,JALOR,2025-04-12,,,,,,,
RAJASTHAN,JALORE,2025-04-12,,,,,,,
RAJASTHAN,JHALAWAR,2025-04-12,,,,,,,
RAJASTHAN,JHUNJHUNU,2025-04-12,,,,,,,
RAJASTHAN,JHUNJHUNUN,2025-04-12,,,,,,,
RAJASTHAN,JODHPUR,2025-04-12,,,,,,,
RAJASTHAN,KARAULI,2025-04-12,,,,,,,
RAJASTHAN,KHAIRTHAL-TIJARA,2025-04-12,,,,,,,
RAJASTHAN,KOTA,2025-04-12,,,,,,,
RAJASTHAN,KOTPUTLI-BEHROR,2025-04-12,,,,,,,
RAJASTHAN,NAGAUR,2025-04-12,,,,,,,
RAJASTHAN,PALI,2025-04-12,,,,,,,
RAJASTHAN,PHALODI,2025-04-12,,,,,,,
RAJASTHAN,PRATAPGARH,2025-04-12,,,,,,,
RAJASTHAN,RAJSAMAND,2025-04-12,,,,,,,
RAJASTHAN,SALUMBAR,2025-04-12,,,,,,,
RAJASTHAN,SAWAI MADHOPUR,2025-04-12,,,,,,,
RAJASTHAN,SIKAR,2025-04-12,,,,,,,
RAJASTHAN,SIROHI,2025-04-12,,,,,,,
RAJASTHAN,TONK,2025-04-12,,,,,,,
RAJASTHAN,UDAIPUR,2025-04-12,,,,,,,
SIKKIM,EAST,2025-04-12,,,,,,,
SIKKIM,EAST SIKKIM,2025-04-12,,,,,,,
SIKKIM,MANGAN,2025-04-12,,,,,,,
SIKKIM,NAMCHI,2025-04-12,,,,,,,
SIKKIM,NORTH,2025-04-12,,,,,,,
SIKKIM,NORTH SIKKIM,2025-04-12,,,,,,,
SIKKIM,SOUTH,2025-04-12,,,,,,,
SIKKIM,SOUTH SIKKIM,2025-04-12,,,,,,,
SIKKIM,WEST,2025-04-12,,,,,,,
SIKKIM,WEST SIKKIM,2025-04-12,,,,,,,
TAMIL NADU,ARIYALUR,2025-04-12,,,,,,,
TAMIL NADU,CHENGALPATTU,2025-04-12,,,,,,,
TAMIL NADU,CHENNAI,2025-04-12,,,,,,,
TAMIL NADU,COIMBATORE,2025-04-12,,,,,,,
TAMIL NADU,CUDDALORE,2025-04-12,,,,,,,
TAMIL NADU,DHARMAPURI,2025-04-12,,,,,,,
TAMIL NADU,DINDIGUL,2025-04-12,,,,,,,
TAMIL NADU,ERODE,2025-04-12,,,,,,,
TAMIL NADU,KALLAKURICHI,2025-04-12,,,,,,,
TAMIL NADU,KANCHEEPURAM,2025-04-12,,,,,,,
TAMIL NADU,KANCHIPURAM,2025-04-12,,,,,,,
TAMIL NADU,KANNIYAKUMARI,2025-04-12,,,,,,,
TAMIL NADU,KANYAKUMARI,2025-04-12,,,,,,,
TAMIL NADU,KARUR,2025-04-12,,,,,,,
TAMIL NADU,KRISHNAGIRI,2025-04-12,,,,,,,
TAMIL NADU,MADURAI,2025-04-12,,,,,,,
TAMIL NADU,MAYILADUTHURAI,2025-04-12,,,,,,,
TAMIL NADU,NAGAPATTINAM,2025-04-12,,,,,,,
TAMIL NADU,NAMAKKAL,2025-04-12,,,,,,,
TAMIL NADU,NAMAKKAL   *,2025-04-12,,,,,,,
TAMIL NADU,PERAMBALUR,2025-04-12,,,,,,,
TAMIL NADU,PUDUKKOTTAI,2025-04-12,,,,,,,
TAMIL NADU,RAMANATHAPURAM,2025-04-12,,,,,,,
TAMIL NADU,RANIPET,2025-04-12,,,,,,,
TAMIL NADU,SALEM,2025-04-12,,,,,,,
TAMIL NADU,SIVAGANGA,2025-04-12,,,,,,,
TAMIL NADU,TENKASI,2025-04-12,,,,,,,
TAMIL NADU,THANJAVUR,2025-04-12,,,,,,,
TAMIL NADU,THE NILGIRIS,2025-04-12,,,,,,,
TAMIL NADU,THENI,2025-04-12,,,,,,,
TAMIL NADU,THIRUVALLUR,2025-04-12,,,,,,,
TAMIL NADU,THIRUVARUR,2025-04-12,,,,,,,
TAMIL NADU,THOOTHUKKUDI,2025-04-12,,,,,,,
TAMIL NADU,TIRUCHIRAPPALLI,2025-04-12,,,,,,,
TAMIL NADU,TIRUNELVELI,2025-04-12,,,,,,,
TAMIL NADU,TIRUPATHUR,2025-04-12,,,,,,,
TAMIL NADU,TIRUPATTUR,2025-04-12,,,,,,,
TAMIL NADU,TIRUPPUR,2025-04-12,,,,,,,
TAMIL NADU,TIRUVALLUR,2025-04-12,,,,,,,
TAMIL NADU,TIRUVANNAMALAI,2025-04-12,,,,,,,
TAMIL NADU,TIRUVARUR,2025-04-12,,,,,,,
TAMIL NADU,TUTICORIN,2025-04-12,,,,,,,
TAMIL NADU,VELLORE,2025-04-12,,,,,,,
TAMIL NADU,VILLUPURAM,2025-04-12,,,,,,,
TAMIL NADU,VILUPPURAM,2025-04-12,,,,,,,
TAMIL NADU,VIRUDHUNAGAR,2025-04-12,,,,,,,
TAMILNADU,CHENNAI,2025-04-12,,,,,,,
TELANGANA,ADILABAD,2025-04-12,,,,,,,
TELANGANA,BHADRADRI KOTHAGUDEM,2025-04-12,,,,,,,
TELANGANA,HANUMAKONDA,2025-04-12,,,,,,,
TELANGANA,HYDERABAD,2025-04-12,,,,,,,
TELANGANA,JAGITIAL,2025-04-12,,,,,,,
TELANGANA,JANGAON,2025-04-12,,,,,,,
TELANGANA,JANGOAN,2025-04-12,,,,,,,
TELANGANA,JAYASHANKAR BHUPALPALLY,2025-04-12,,,,,,,
TELANGANA,JOGULAMBA GADWAL,2025-04-12,,,,,,,
TELANGANA,K.V. RANGAREDDY,2025-04-12,,,,,,,
TELANGANA,KAMAREDDY,2025-04-12,,,,,,,
TELANGANA,KARIMNAGAR,2025-04-12,,,,,,,
TELANGANA,KHAMMAM,2025-04-12,,,,,,,
TELANGANA,KOMARAM BHEEM,2025-04-12,,,,,,,
TELANGANA,MAHABUBABAD,2025-04-12,,,,,,,
TELANGANA,MAHABUBNAGAR,2025-04-12,,,,,,,
TELANGANA,MANCHERIAL,2025-04-12,,,,,,,
TELANGANA,MEDAK,2025-04-12,,,,,,,
TELANGANA,MEDCHAL MALKAJGIRI,2025-04-12,,,,,,,
TELANGANA,MEDCHAL-MALKAJGIRI,2025-04-12,,,,,,,
TELANGANA,MEDCHAL?MALKAJGIRI,2025-04-12,,,,,,,
TELANGANA,MEDCHALÂMALKAJGIRI,2025-04-12,,,,,,,
TELANGANA,MEDCHAL−MALKAJGIRI,2025-04-12,,,,,,,
TELANGANA,MULUGU,2025-04-12,,,,,,,
TELANGANA,NAGARKURNOOL,2025-04-12,,,,,,,
TELANGANA,NALGONDA,2025-04-12,,,,,,,
TELANGANA,NARAYANPET,2025-04-12,,,,,,,
TELANGANA,NIRMAL,2025-04-12,,,,,,,
TELANGANA,NIZAMABAD,2025-04-12,,,,,,,
TELANGANA,PEDDAPALLI,2025-04-12,,,,,,,
TELANGANA,RAJANNA SIRCILLA,2025-04-12,,,,,,,
TELANGANA,RANGA REDDY,2025-04-12,,,,,,,
TELANGANA,RANGAREDDY,2025-04-12,,,,,,,
TELANGANA,SANGAREDDY,2025-04-12,,,,,,,
TELANGANA,SIDDIPET,2025-04-12,,,,,,,
TELANGANA,SURYAPET,2025-04-12,,,,,,,
TELANGANA,VIKARABAD,2025-04-12,,,,,,,
TELANGANA,WANAPARTHY,2025-04-12,,,,,,,
TELANGANA,WARANGAL,2025-04-12,,,,,,,
TELANGANA,WARANGAL (URBAN),2025-04-12,,,,,,,
TELANGANA,WARANGAL RURAL,2025-04-12,,,,,,,
TELANGANA,WARANGAL URBAN,2025-04-12,,,,,,,
TELANGANA,YADADRI.,2025-04-12,,,,,,,
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,2025-04-12,,,,,,,
TRIPURA,DHALAI,2025-04-12,,,,,,,
TRIPURA,DHALAI  *,2025-04-12,,,,,,,
TRIPURA,GOMATI,2025-04-12,,,,,,,
TRIPURA,KHOWAI,2025-04-12,,,,,,,
TRIPURA,NORTH TRIPURA,2025-04-12,,,,,,,
TRIPURA,SEPAHIJALA,2025-04-12,,,,,,,
TRIPURA,SOUTH TRIPURA,2025-04-12,,,,,,,
TRIPURA,UNAKOTI,2025-04-12,,,,,,,
TRIPURA,WEST TRIPURA,2025-04-12,,,,,,,
UTTAR PRADESH,AGRA,2025-04-12,,,,,,,
UTTAR PRADESH,ALIGARH,2025-04-12,,,,,,,
UTTAR PRADESH,ALLAHABAD,2025-04-12,,,,,,,
UTTAR PRADESH,AMBEDKAR NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,AMETHI,2025-04-12,,,,,,,
UTTAR PRADESH,AMROHA,2025-04-12,,,,,,,
UTTAR PRADESH,AURAIYA,2025-04-12,,,,,,,
UTTAR PRADESH,AURAIYA *,2025-04-12,,,,,,,
UTTAR PRADESH,AYODHYA,2025-04-12,,,,,,,
UTTAR PRADESH,AZAMGARH,2025-04-12,,,,,,,
UTTAR PRADESH,BAGHPAT,2025-04-12,,,,,,,
UTTAR PRADESH,BAGHPAT *,2025-04-12,,,,,,,
UTTAR PRADESH,BAGPAT,2025-04-12,,,,,,,
UTTAR PRADESH,BAHRAICH,2025-04-12,,,,,,,
UTTAR PRADESH,BALLIA,2025-04-12,,,,,,,
UTTAR PRADESH,BALRAMPUR,2025-04-12,,,,,,,
UTTAR PRADESH,BANDA,2025-04-12,,,,,,,
UTTAR PRADESH,BARA BANKI,2025-04-12,,,,,,,
UTTAR PRADESH,BARABANKI,2025-04-12,,,,,,,
UTTAR PRADESH,BAREILLY,2025-04-12,,,,,,,
UTTAR PRADESH,BASTI,2025-04-12,,,,,,,
UTTAR PRADESH,BHADOHI,2025-04-12,,,,,,,
UTTAR PRADESH,BIJNOR,2025-04-12,,,,,,,
UTTAR PRADESH,BUDAUN,2025-04-12,,,,,,,
UTTAR PRADESH,BULANDSHAHAR,2025-04-12,,,,,,,
UTTAR PRADESH,BULANDSHAHR,2025-04-12,,,,,,,
UTTAR PRADESH,CHANDAULI,2025-04-12,,,,,,,
UTTAR PRADESH,CHANDAULI *,2025-04-12,,,,,,,
UTTAR PRADESH,CHITRAKOOT,2025-04-12,,,,,,,
UTTAR PRADESH,CHITRAKOOT *,2025-04-12,,,,,,,
UTTAR PRADESH,DEORIA,2025-04-12,,,,,,,
UTTAR PRADESH,ETAH,2025-04-12,,,,,,,
UTTAR PRADESH,ETAWAH,2025-04-12,,,,,,,
UTTAR PRADESH,FAIZABAD,2025-04-12,,,,,,,
UTTAR PRADESH,FARRUKHABAD,2025-04-12,,,,,,,
UTTAR PRADESH,FATEHPUR,2025-04-12,,,,,,,
UTTAR PRADESH,FIROZABAD,2025-04-12,,,,,,,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,GAUTAM BUDDHA NAGAR *,2025-04-12,,,,,,,
UTTAR PRADESH,GHAZIABAD,2025-04-12,,,,,,,
UTTAR PRADESH,GHAZIPUR,2025-04-12,,,,,,,
UTTAR PRADESH,GONDA,2025-04-12,,,,,,,
UTTAR PRADESH,GORAKHPUR,2025-04-12,,,,,,,
UTTAR PRADESH,HAMIRPUR,2025-04-12,,,,,,,
UTTAR PRADESH,HAPUR,2025-04-12,,,,,,,
UTTAR PRADESH,HARDOI,2025-04-12,,,,,,,
UTTAR PRADESH,HATHRAS,2025-04-12,,,,,,,
UTTAR PRADESH,JALAUN,2025-04-12,,,,,,,
UTTAR PRADESH,JAUNPUR,2025-04-12,,,,,,,
UTTAR PRADESH,JHANSI,2025-04-12,,,,,,,
UTTAR PRADESH,JYOTIBA PHULE NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,JYOTIBA PHULE NAGAR *,2025-04-12,,,,,,,
UTTAR PRADESH,KANNAUJ,2025-04-12,,,,,,,
UTTAR PRADESH,KANPUR DEHAT,2025-04-12,,,,,,,
UTTAR PRADESH,KANPUR NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,KASGANJ,2025-04-12,,,,,,,
UTTAR PRADESH,KAUSHAMBI,2025-04-12,,,,,,,
UTTAR PRADESH,KHERI,2025-04-12,,,,,,,
UTTAR PRADESH,KUSHI NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,KUSHINAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,KUSHINAGAR *,2025-04-12,,,,,,,
UTTAR PRADESH,LALITPUR,2025-04-12,,,,,,,
UTTAR PRADESH,LUCKNOW,2025-04-12,,,,,,,
UTTAR PRADESH,MAHARAJGANJ,2025-04-12,,,,,,,
UTTAR PRADESH,MAHOBA,2025-04-12,,,,,,,
UTTAR PRADESH,MAHOBA *,2025-04-12,,,,,,,
UTTAR PRADESH,MAHRAJGANJ,2025-04-12,,,,,,,
UTTAR PRADESH,MAINPURI,2025-04-12,,,,,,,
UTTAR PRADESH,MATHURA,2025-04-12,,,,,,,
UTTAR PRADESH,MAU,2025-04-12,,,,,,,
UTTAR PRADESH,MEERUT,2025-04-12,,,,,,,
UTTAR PRADESH,MIRZAPUR,2025-04-12,,,,,,,
UTTAR PRADESH,MORADABAD,2025-04-12,,,,,,,
UTTAR PRADESH,MUZAFFARNAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,PILIBHIT,2025-04-12,,,,,,,
UTTAR PRADESH,PRATAPGARH,2025-04-12,,,,,,,
UTTAR PRADESH,PRAYAGRAJ,2025-04-12,,,,,,,
UTTAR PRADESH,RAE BARELI,2025-04-12,,,,,,,
UTTAR PRADESH,RAEBARELI,2025-04-12,,,,,,,
UTTAR PRADESH,RAMPUR,2025-04-12,,,,,,,
UTTAR PRADESH,SAHARANPUR,2025-04-12,,,,,,,
UTTAR PRADESH,SAMBHAL,2025-04-12,,,,,,,
UTTAR PRADESH,SANT KABIR NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,SANT RAVIDAS NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,2025-04-12,,,,,,,
UTTAR PRADESH,SHAHJAHANPUR,2025-04-12,,,,,,,
UTTAR PRADESH,SHAMLI,2025-04-12,,,,,,,
UTTAR PRADESH,SHRAVASTI,2025-04-12,,,,,,,
UTTAR PRADESH,SHRAWASTI,2025-04-12,,,,,,,
UTTAR PRADESH,SIDDHARTH NAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,SIDDHARTHNAGAR,2025-04-12,,,,,,,
UTTAR PRADESH,SITAPUR,2025-04-12,,,,,,,
UTTAR PRADESH,SONBHADRA,2025-04-12,,,,,,,
UTTAR PRADESH,SULTANPUR,2025-04-12,,,,,,,
UTTAR PRADESH,UNNAO,2025-04-12,,,,,,,
UTTAR PRADESH,VARANASI,2025-04-12,,,,,,,
UTTARAKHAND,ALMORA,2025-04-12,,,,,,,
UTTARAKHAND,BAGESHWAR,2025-04-12,,,,,,,
UTTARAKHAND,CHAMOLI,2025-04-12,,,,,,,
UTTARAKHAND,CHAMPAWAT,2025-04-12,,,,,,,
UTTARAKHAND,DEHRADUN,2025-04-12,,,,,,,
UTTARAKHAND,GARHWAL,2025-04-12,,,,,,,
