,state,district,active_months,total_months,pct_active_months,dormancy_index,max_dormant_streak
364,JHARKHAND,CHATRA,9,10,0.9,0.09999999999999998,1
365,JHARKHAND,DEOGHAR,9,10,0.9,0.09999999999999998,1
366,JHARKHAND,DHANBAD,9,10,0.9,0.09999999999999998,1
367,JHARKHAND,DUMKA,9,10,0.9,0.09999999999999998,1
368,JHARKHAND,EAST SINGHBHUM,9,10,0.9,0.09999999999999998,1
369,JHARKHAND,EAST SINGHBUM,1,10,0.1,0.9,5
370,JHARKHAND,GARHWA,9,10,0.9,0.09999999999999998,1
371,JHARKHAND,GARHWA *,9,10,0.9,0.09999999999999998,1
372,JHARKHAND,GIRIDIH,9,10,0.9,0.09999999999999998,1
373,JHARKHAND,GODDA,9,10,0.9,0.09999999999999998,1
374,JHARKHAND,GUMLA,9,10,0.9,0.09999999999999998,1
375,JHARKHAND,HAZARIBAG,9,10,0.9,0.09999999999999998,1
376,JHARKHAND,HAZARIBAGH,9,10,0.9,0.09999999999999998,1
377,JHARKHAND,JAMTARA,9,10,0.9,0.09999999999999998,1
378,JHARKHAND,KHUNTI,9,10,0.9,0.09999999999999998,1
379,JHARKHAND,KODARMA,9,10,0.9,0.09999999999999998,1
380,JHARKHAND,KODERMA,9,10,0.9,0.09999999999999998,1
381,JHARKHAND,LATEHAR,9,10,0.9,0.09999999999999998,1
382,JHARKHAND,LOHARDAGA,9,10,0.9,0.09999999999999998,1
383,JHARKHAND,PAKAUR,9,10,0.9,0.09999999999999998,1
384,JHARKHAND,PAKUR,9,10,0.9,0.09999999999999998,1
385,JHARKHAND,PALAMAU,9,10,0.9,0.09999999999999998,1
386,JHARKHAND,PALAMU,9,10,0.9,0.09999999999999998,1
387,JHARKHAND,PASHCHIMI SINGHBHUM,9,10,0.9,0.09999999999999998,1
388,JHARKHAND,PURBI SINGHBHUM,9,10,0.9,0.09999999999999998,1
389,JHARKHAND,RAMGARH,9,10,0.9,0.09999999999999998,1
390,JHARKHAND,RANCHI,9,10,0.9,0.09999999999999998,1
391,JHARKHAND,SAHEBGANJ,9,10,0.9,0.09999999999999998,1
392,JHARKHAND,SAHIBGANJ,9,10,0.9,0.09999999999999998,1
393,JHARKHAND,SERAIKELA-KHARSAWAN,9,10,0.9,0.09999999999999998,1
394,JHARKHAND,SIMDEGA,9,10,0.9,0.09999999999999998,1
395,JHARKHAND,WEST SINGHBHUM,9,10,0.9,0.09999999999999998,1
396,KARNATAKA,BAGALKOT,9,10,0.9,0.09999999999999998,1
397,KARNATAKA,BAGALKOT *,9,10,0.9,0.09999999999999998,1
398,KARNATAKA,BALLARI,9,10,0.9,0.09999999999999998,1
399,KARNATAKA,BANGALORE,9,10,0.9,0.09999999999999998,1
400,KARNATAKA,BANGALORE RURAL,9,10,0.9,0.09999999999999998,1
401,KARNATAKA,BELAGAVI,9,10,0.9,0.09999999999999998,1
402,KARNATAKA,BELGAUM,9,10,0.9,0.09999999999999998,1
403,KARNATAKA,BELLARY,9,10,0.9,0.09999999999999998,1
404,KARNATAKA,BENGALURU,9,10,0.9,0.09999999999999998,1
405,KARNATAKA,BENGALURU RURAL,6,10,0.6,0.4,3
406,KARNATAKA,BENGALURU SOUTH,4,10,0.4,0.6,6
407,KARNATAKA,BENGALURU URBAN,3,10,0.3,0.7,5
408,KARNATAKA,BIDAR,9,10,0.9,0.09999999999999998,1
409,KARNATAKA,BIJAPUR,9,10,0.9,0.09999999999999998,1
410,KARNATAKA,BIJAPUR(KAR),4,10,0.4,0.6,6
411,KARNATAKA,CHAMARAJANAGAR,9,10,0.9,0.09999999999999998,1
412,KARNATAKA,CHAMARAJANAGAR *,4,10,0.4,0.6,6
413,KARNATAKA,CHAMRAJANAGAR,9,10,0.9,0.09999999999999998,1
414,KARNATAKA,CHAMRAJNAGAR,9,10,0.9,0.09999999999999998,1
415,KARNATAKA,CHICKMAGALUR,9,10,0.9,0.09999999999999998,1
416,KARNATAKA,CHIKKABALLAPUR,9,10,0.9,0.09999999999999998,1
417,KARNATAKA,CHIKKAMAGALURU,9,10,0.9,0.09999999999999998,1
418,KARNATAKA,CHIKMAGALUR,9,10,0.9,0.09999999999999998,1
419,KARNATAKA,CHITRADURGA,9,10,0.9,0.09999999999999998,1
420,KARNATAKA,DAKSHINA KANNADA,9,10,0.9,0.09999999999999998,1
421,KARNATAKA,DAVANAGERE,9,10,0.9,0.09999999999999998,1
422,KARNATAKA,DAVANGERE,9,10,0.9,0.09999999999999998,1
423,KARNATAKA,DHARWAD,9,10,0.9,0.09999999999999998,1
424,KARNATAKA,GADAG,9,10,0.9,0.09999999999999998,1
425,KARNATAKA,GADAG *,9,10,0.9,0.09999999999999998,1
426,KARNATAKA,GULBARGA,9,10,0.9,0.09999999999999998,1
427,KARNATAKA,HASAN,9,10,0.9,0.09999999999999998,1
428,KARNATAKA,HASSAN,9,10,0.9,0.09999999999999998,1
429,KARNATAKA,HAVERI,9,10,0.9,0.09999999999999998,1
430,KARNATAKA,HAVERI *,9,10,0.9,0.09999999999999998,1
431,KARNATAKA,KALABURAGI,9,10,0.9,0.09999999999999998,1
432,KARNATAKA,KODAGU,9,10,0.9,0.09999999999999998,1
433,KARNATAKA,KOLAR,9,10,0.9,0.09999999999999998,1
434,KARNATAKA,KOPPAL,9,10,0.9,0.09999999999999998,1
435,KARNATAKA,MANDYA,9,10,0.9,0.09999999999999998,1
436,KARNATAKA,MYSORE,9,10,0.9,0.09999999999999998,1
437,KARNATAKA,MYSURU,9,10,0.9,0.09999999999999998,1
438,KARNATAKA,RAICHUR,9,10,0.9,0.09999999999999998,1
439,KARNATAKA,RAMANAGAR,9,10,0.9,0.09999999999999998,1
440,KARNATAKA,RAMANAGARA,1,10,0.1,0.9,5
441,KARNATAKA,SHIMOGA,9,10,0.9,0.09999999999999998,1
442,KARNATAKA,SHIVAMOGGA,9,10,0.9,0.09999999999999998,1
443,KARNATAKA,TUMAKURU,9,10,0.9,0.09999999999999998,1
444,KARNATAKA,TUMKUR,9,10,0.9,0.09999999999999998,1
445,KARNATAKA,UDUPI,9,10,0.9,0.09999999999999998,1
446,KARNATAKA,UDUPI *,3,10,0.3,0.7,6
447,KARNATAKA,UTTARA KANNADA,9,10,0.9,0.09999999999999998,1
448,KARNATAKA,VIJAYANAGARA,9,10,0.9,0.09999999999999998,1
449,KARNATAKA,VIJAYAPURA,9,10,0.9,0.09999999999999998,1
450,KARNATAKA,YADGIR,9,10,0.9,0.09999999999999998,1
451,KERALA,ALAPPUZHA,9,10,0.9,0.09999999999999998,1
452,KERALA,ERNAKULAM,9,10,0.9,0.09999999999999998,1
453,KERALA,IDUKKI,9,10,0.9,0.09999999999999998,1
454,KERALA,KANNUR,9,10,0.9,0.09999999999999998,1
455,KERALA,KASARAGOD,9,10,0.9,0.09999999999999998,1
456,KERALA,KASARGOD,8,10,0.8,0.19999999999999996,2
457,KERALA,KOLLAM,9,10,0.9,0.09999999999999998,1
458,KERALA,KOTTAYAM,9,10,0.9,0.09999999999999998,1
459,KERALA,KOZHIKODE,9,10,0.9,0.09999999999999998,1
460,KERALA,MALAPPURAM,9,10,0.9,0.09999999999999998,1
461,KERALA,PALAKKAD,9,10,0.9,0.09999999999999998,1
462,KERALA,PATHANAMTHITTA,9,10,0.9,0.09999999999999998,1
463,KERALA,THIRUVANANTHAPURAM,9,10,0.9,0.09999999999999998,1
464,KERALA,THRISSUR,9,10,0.9,0.09999999999999998,1
465,KERALA,WAYANAD,9,10,0.9,0.09999999999999998,1
466,LADAKH,KARGIL,9,10,0.9,0.09999999999999998,1
467,LADAKH,LEH,9,10,0.9,0.09999999999999998,1
468,LAKSHADWEEP,LAKSHADWEEP,9,10,0.9,0.09999999999999998,1
469,MADANAPALLE,KADIRI ROAD,1,10,0.1,0.9,9
470,MADHYA PRADESH,AGAR MALWA,9,10,0.9,0.09999999999999998,1
471,MADHYA PRADESH,ALIRAJPUR,9,10,0.9,0.09999999999999998,1
472,MADHYA PRADESH,ANUPPUR,9,10,0.9,0.09999999999999998,1
473,MADHYA PRADESH,ASHOK NAGAR,9,10,0.9,0.09999999999999998,1
474,MADHYA PRADESH,ASHOKNAGAR,2,10,0.2,0.8,5
475,MADHYA PRADESH,BALAGHAT,9,10,0.9,0.09999999999999998,1
476,MADHYA PRADESH,BARWANI,9,10,0.9,0.09999999999999998,1
477,MADHYA PRADESH,BETUL,9,10,0.9,0.09999999999999998,1
478,MADHYA PRADESH,BHIND,9,10,0.9,0.09999999999999998,1
479,MADHYA PRADESH,BHOPAL,9,10,0.9,0.09999999999999998,1
480,MADHYA PRADESH,BURHANPUR,9,10,0.9,0.09999999999999998,1
481,MADHYA PRADESH,CHHATARPUR,9,10,0.9,0.09999999999999998,1
482,MADHYA PRADESH,CHHINDWARA,9,10,0.9,0.09999999999999998,1
483,MADHYA PRADESH,DAMOH,9,10,0.9,0.09999999999999998,1
484,MADHYA PRADESH,DATIA,9,10,0.9,0.09999999999999998,1
485,MADHYA PRADESH,DEWAS,9,10,0.9,0.09999999999999998,1
486,MADHYA PRADESH,DHAR,9,10,0.9,0.09999999999999998,1
487,MADHYA PRADESH,DINDORI,9,10,0.9,0.09999999999999998,1
488,MADHYA PRADESH,EAST NIMAR,9,10,0.9,0.09999999999999998,1
489,MADHYA PRADESH,GUNA,9,10,0.9,0.09999999999999998,1
490,MADHYA PRADESH,GWALIOR,9,10,0.9,0.09999999999999998,1
491,MADHYA PRADESH,HARDA,9,10,0.9,0.09999999999999998,1
492,MADHYA PRADESH,HARDA *,9,10,0.9,0.09999999999999998,1
493,MADHYA PRADESH,HOSHANGABAD,9,10,0.9,0.09999999999999998,1
494,MADHYA PRADESH,INDORE,9,10,0.9,0.09999999999999998,1
495,MADHYA PRADESH,JABALPUR,9,10,0.9,0.09999999999999998,1
496,MADHYA PRADESH,JHABUA,9,10,0.9,0.09999999999999998,1
497,MADHYA PRADESH,KATNI,9,10,0.9,0.09999999999999998,1
498,MADHYA PRADESH,KHANDWA,9,10,0.9,0.09999999999999998,1
499,MADHYA PRADESH,KHARGONE,9,10,0.9,0.09999999999999998,1
500,MADHYA PRADESH,MAIHAR,8,10,0.8,0.19999999999999996,1
501,MADHYA PRADESH,MANDLA,9,10,0.9,0.09999999999999998,1
502,MADHYA PRADESH,MANDSAUR,9,10,0.9,0.09999999999999998,1
503,MADHYA PRADESH,MAUGANJ,8,10,0.8,0.19999999999999996,1
504,MADHYA PRADESH,MORENA,9,10,0.9,0.09999999999999998,1
505,MADHYA PRADESH,NARMADAPURAM,9,10,0.9,0.09999999999999998,1
506,MADHYA PRADESH,NARSIMHAPUR,9,10,0.9,0.09999999999999998,1
507,MADHYA PRADESH,NARSINGHPUR,9,10,0.9,0.09999999999999998,1
508,MADHYA PRADESH,NEEMUCH,9,10,0.9,0.09999999999999998,1
509,MADHYA PRADESH,NIWARI,9,10,0.9,0.09999999999999998,1
510,MADHYA PRADESH,PANDHURNA,5,10,0.5,0.5,3
511,MADHYA PRADESH,PANNA,9,10,0.9,0.09999999999999998,1
512,MADHYA PRADESH,RAISEN,9,10,0.9,0.09999999999999998,1
513,MADHYA PRADESH,RAJGARH,9,10,0.9,0.09999999999999998,1
514,MADHYA PRADESH,RATLAM,9,10,0.9,0.09999999999999998,1
515,MADHYA PRADESH,REWA,9,10,0.9,0.09999999999999998,1
516,MADHYA PRADESH,SAGAR,9,10,0.9,0.09999999999999998,1
517,MADHYA PRADESH,SATNA,9,10,0.9,0.09999999999999998,1
518,MADHYA PRADESH,SEHORE,9,10,0.9,0.09999999999999998,1
519,MADHYA PRADESH,SEONI,9,10,0.9,0.09999999999999998,1
520,MADHYA PRADESH,SHAHDOL,9,10,0.9,0.09999999999999998,1
521,MADHYA PRADESH,SHAJAPUR,9,10,0.9,0.09999999999999998,1
522,MADHYA PRADESH,SHEOPUR,9,10,0.9,0.09999999999999998,1
523,MADHYA PRADESH,SHIVPURI,9,10,0.9,0.09999999999999998,1
524,MADHYA PRADESH,SIDHI,9,10,0.9,0.09999999999999998,1
525,MADHYA PRADESH,SINGRAULI,9,10,0.9,0.09999999999999998,1
526,MADHYA PRADESH,TIKAMGARH,9,10,0.9,0.09999999999999998,1
527,MADHYA PRADESH,UJJAIN,9,10,0.9,0.09999999999999998,1
528,MADHYA PRADESH,UMARIA,9,10,0.9,0.09999999999999998,1
529,MADHYA PRADESH,VIDISHA,9,10,0.9,0.09999999999999998,1
530,MADHYA PRADESH,WEST NIMAR,9,10,0.9,0.09999999999999998,1
531,MAHARASHTRA,AHILYANAGAR,1,10,0.1,0.9,9
532,MAHARASHTRA,AHMADNAGAR,9,10,0.9,0.09999999999999998,1
533,MAHARASHTRA,AHMED NAGAR,9,10,0.9,0.09999999999999998,1
534,MAHARASHTRA,AHMEDNAGAR,1,10,0.1,0.9,5
535,MAHARASHTRA,AKOLA,9,10,0.9,0.09999999999999998,1
536,MAHARASHTRA,AMRAVATI,9,10,0.9,0.09999999999999998,1
537,MAHARASHTRA,AURANGABAD,9,10,0.9,0.09999999999999998,1
538,MAHARASHTRA,BEED,9,10,0.9,0.09999999999999998,1
539,MAHARASHTRA,BHANDARA,9,10,0.9,0.09999999999999998,1
540,MAHARASHTRA,BID,8,10,0.8,0.19999999999999996,1
541,MAHARASHTRA,BULDANA,9,10,0.9,0.09999999999999998,1
542,MAHARASHTRA,BULDHANA,9,10,0.9,0.09999999999999998,1
543,MAHARASHTRA,CHANDRAPUR,9,10,0.9,0.09999999999999998,1
544,MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,9,10,0.9,0.09999999999999998,1
545,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,9,10,0.9,0.09999999999999998,1
546,MAHARASHTRA,DHARASHIV,9,10,0.9,0.09999999999999998,1
547,MAHARASHTRA,DHULE,9,10,0.9,0.09999999999999998,1
548,MAHARASHTRA,DIST : THANE,1,10,0.1,0.9,9
549,MAHARASHTRA,GADCHIROLI,9,10,0.9,0.09999999999999998,1
550,MAHARASHTRA,GONDIA,4,10,0.4,0.6,6
551,MAHARASHTRA,GONDIYA,9,10,0.9,0.09999999999999998,1
552,MAHARASHTRA,GONDIYA *,4,10,0.4,0.6,6
553,MAHARASHTRA,HINGOLI,9,10,0.9,0.09999999999999998,1
554,MAHARASHTRA,HINGOLI *,4,10,0.4,0.6,6
555,MAHARASHTRA,JALGAON,9,10,0.9,0.09999999999999998,1
556,MAHARASHTRA,JALNA,9,10,0.9,0.09999999999999998,1
557,MAHARASHTRA,KOLHAPUR,9,10,0.9,0.09999999999999998,1
558,MAHARASHTRA,LATUR,9,10,0.9,0.09999999999999998,1
559,MAHARASHTRA,MUMBAI,9,10,0.9,0.09999999999999998,1
560,MAHARASHTRA,MUMBAI CITY,9,10,0.9,0.09999999999999998,1
561,MAHARASHTRA,MUMBAI SUBURBAN,9,10,0.9,0.09999999999999998,1
562,MAHARASHTRA,MUMBAI( SUB URBAN ),6,10,0.6,0.4,2
563,MAHARASHTRA,NAGPUR,9,10,0.9,0.09999999999999998,1
564,MAHARASHTRA,NANDED,9,10,0.9,0.09999999999999998,1
565,MAHARASHTRA,NANDURBAR,9,10,0.9,0.09999999999999998,1
566,MAHARASHTRA,NANDURBAR *,4,10,0.4,0.6,6
567,MAHARASHTRA,NASHIK,9,10,0.9,0.09999999999999998,1
568,MAHARASHTRA,OSMANABAD,9,10,0.9,0.09999999999999998,1
569,MAHARASHTRA,PALGHAR,9,10,0.9,0.09999999999999998,1
570,MAHARASHTRA,PARBHANI,9,10,0.9,0.09999999999999998,1
571,MAHARASHTRA,PUNE,9,10,0.9,0.09999999999999998,1
572,MAHARASHTRA,RAIGAD,9,10,0.9,0.09999999999999998,1
573,MAHARASHTRA,RAIGARH,9,10,0.9,0.09999999999999998,1
574,MAHARASHTRA,RAIGARH(MH),4,10,0.4,0.6,6
575,MAHARASHTRA,RATNAGIRI,9,10,0.9,0.09999999999999998,1
576,MAHARASHTRA,SANGLI,9,10,0.9,0.09999999999999998,1
577,MAHARASHTRA,SATARA,9,10,0.9,0.09999999999999998,1
578,MAHARASHTRA,SINDHUDURG,9,10,0.9,0.09999999999999998,1
579,MAHARASHTRA,SOLAPUR,9,10,0.9,0.09999999999999998,1
580,MAHARASHTRA,THANE,9,10,0.9,0.09999999999999998,1
581,MAHARASHTRA,WARDHA,9,10,0.9,0.09999999999999998,1
582,MAHARASHTRA,WASHIM,9,10,0.9,0.09999999999999998,1
583,MAHARASHTRA,WASHIM *,4,10,0.4,0.6,6
584,MAHARASHTRA,YAVATMAL,9,10,0.9,0.09999999999999998,1
585,MANIPUR,BISHNUPUR,9,10,0.9,0.09999999999999998,1
586,MANIPUR,CHANDEL,9,10,0.9,0.09999999999999998,1
587,MANIPUR,CHURACHANDPUR,9,10,0.9,0.09999999999999998,1
588,MANIPUR,IMPHAL EAST,9,10,0.9,0.09999999999999998,1
589,MANIPUR,IMPHAL WEST,9,10,0.9,0.09999999999999998,1
590,MANIPUR,JIRIBAM,9,10,0.9,0.09999999999999998,1
591,MANIPUR,KAKCHING,9,10,0.9,0.09999999999999998,1
592,MANIPUR,KANGPOKPI,1,10,0.1,0.9,9
593,MANIPUR,PHERZAWL,4,10,0.4,0.6,6
594,MANIPUR,SENAPATI,9,10,0.9,0.09999999999999998,1
595,MANIPUR,TAMENGLONG,9,10,0.9,0.09999999999999998,1
596,MANIPUR,THOUBAL,9,10,0.9,0.09999999999999998,1
597,MANIPUR,UKHRUL,9,10,0.9,0.09999999999999998,1
598,MEGHALAYA,EAST GARO HILLS,9,10,0.9,0.09999999999999998,1
599,MEGHALAYA,EAST JAINTIA HILLS,9,10,0.9,0.09999999999999998,1
600,MEGHALAYA,EAST KHASI HILLS,9,10,0.9,0.09999999999999998,1
601,MEGHALAYA,EASTERN WEST KHASI HILLS,4,10,0.4,0.6,6
602,MEGHALAYA,JAINTIA HILLS,4,10,0.4,0.6,6
603,MEGHALAYA,KAMRUP,1,10,0.1,0.9,5
604,MEGHALAYA,NORTH GARO HILLS,9,10,0.9,0.09999999999999998,1
605,MEGHALAYA,RI BHOI,9,10,0.9,0.09999999999999998,1
606,MEGHALAYA,SOUTH GARO HILLS,9,10,0.9,0.09999999999999998,1
607,MEGHALAYA,SOUTH WEST GARO HILLS,9,10,0.9,0.09999999999999998,1
608,MEGHALAYA,SOUTH WEST KHASI HILLS,9,10,0.9,0.09999999999999998,1
609,MEGHALAYA,WEST GARO HILLS,9,10,0.9,0.09999999999999998,1
610,MEGHALAYA,WEST JAINTIA HILLS,9,10,0.9,0.09999999999999998,1
611,MEGHALAYA,WEST KHASI HILLS,9,10,0.9,0.09999999999999998,1
612,MIZORAM,AIZAWL,9,10,0.9,0.09999999999999998,1
613,MIZORAM,CHAMPHAI,9,10,0.9,0.09999999999999998,1
614,MIZORAM,HNAHTHIAL,4,10,0.4,0.6,6
615,MIZORAM,KHAWZAWL,4,10,0.4,0.6,6
616,MIZORAM,KOLASIB,9,10,0.9,0.09999999999999998,1
617,MIZORAM,LAWNGTLAI,9,10,0.9,0.09999999999999998,1
618,MIZORAM,LUNGLEI,9,10,0.9,0.09999999999999998,1
619,MIZORAM,MAMIT,9,10,0.9,0.09999999999999998,1
620,MIZORAM,MAMMIT,9,10,0.9,0.09999999999999998,1
621,MIZORAM,SAIHA,9,10,0.9,0.09999999999999998,1
622,MIZORAM,SAITUAL,6,10,0.6,0.4,4
623,MIZORAM,SERCHHIP,9,10,0.9,0.09999999999999998,1
624,NAGALAND,CHUMUKEDIMA,9,10,0.9,0.09999999999999998,1
625,NAGALAND,DIMAPUR,9,10,0.9,0.09999999999999998,1
626,NAGALAND,KIPHIRE,9,10,0.9,0.09999999999999998,1
627,NAGALAND,KOHIMA,9,10,0.9,0.09999999999999998,1
628,NAGALAND,LONGLENG,9,10,0.9,0.09999999999999998,1
629,NAGALAND,MELURI,4,10,0.4,0.6,6
630,NAGALAND,MOKOKCHUNG,9,10,0.9,0.09999999999999998,1
631,NAGALAND,MON,9,10,0.9,0.09999999999999998,1
632,NAGALAND,NIULAND,7,10,0.7,0.30000000000000004,3
633,NAGALAND,NOKLAK,9,10,0.9,0.09999999999999998,1
634,NAGALAND,PEREN,9,10,0.9,0.09999999999999998,1
635,NAGALAND,PHEK,9,10,0.9,0.09999999999999998,1
636,NAGALAND,SHAMATOR,5,10,0.5,0.5,4
637,NAGALAND,TSEMINYU,6,10,0.6,0.4,3
638,NAGALAND,TUENSANG,9,10,0.9,0.09999999999999998,1
639,NAGALAND,WOKHA,9,10,0.9,0.09999999999999998,1
640,NAGALAND,ZUNHEBOTO,9,10,0.9,0.09999999999999998,1
641,NAGPUR,NEAR UDAY NAGAR NIT GARDEN,1,10,0.1,0.9,9
642,ODISHA,ANGUL,9,10,0.9,0.09999999999999998,1
643,ODISHA,ANUGAL,4,10,0.4,0.6,6
644,ODISHA,ANUGUL,9,10,0.9,0.09999999999999998,1
645,ODISHA,BALANGIR,9,10,0.9,0.09999999999999998,1
646,ODISHA,BALESHWAR,9,10,0.9,0.09999999999999998,1
647,ODISHA,BALESWAR,9,10,0.9,0.09999999999999998,1
648,ODISHA,BALIANTA,1,10,0.1,0.9,9
649,ODISHA,BARGARH,9,10,0.9,0.09999999999999998,1
650,ODISHA,BAUDH,9,10,0.9,0.09999999999999998,1
651,ODISHA,BHADRAK,9,10,0.9,0.09999999999999998,1
652,ODISHA,BHADRAK(R),1,10,0.1,0.9,9
653,ODISHA,BOUDH,9,10,0.9,0.09999999999999998,1
654,ODISHA,CUTTACK,9,10,0.9,0.09999999999999998,1
655,ODISHA,DEBAGARH,9,10,0.9,0.09999999999999998,1
656,ODISHA,DHENKANAL,9,10,0.9,0.09999999999999998,1
657,ODISHA,GAJAPATI,9,10,0.9,0.09999999999999998,1
658,ODISHA,GANJAM,9,10,0.9,0.09999999999999998,1
659,ODISHA,JAGATSINGHAPUR,9,10,0.9,0.09999999999999998,1
660,ODISHA,JAGATSINGHPUR,9,10,0.9,0.09999999999999998,1
661,ODISHA,JAJAPUR,9,10,0.9,0.09999999999999998,1
662,ODISHA,JAJPUR,9,10,0.9,0.09999999999999998,1
663,ODISHA,JHARSUGUDA,9,10,0.9,0.09999999999999998,1
664,ODISHA,KALAHANDI,9,10,0.9,0.09999999999999998,1
665,ODISHA,KANDHAMAL,9,10,0.9,0.09999999999999998,1
666,ODISHA,KENDRAPARA,9,10,0.9,0.09999999999999998,1
667,ODISHA,KENDUJHAR,9,10,0.9,0.09999999999999998,1
668,ODISHA,KHORDA,9,10,0.9,0.09999999999999998,1
669,ODISHA,KHORDHA,9,10,0.9,0.09999999999999998,1
670,ODISHA,KORAPUT,9,10,0.9,0.09999999999999998,1
671,ODISHA,MALKANGIRI,9,10,0.9,0.09999999999999998,1
672,ODISHA,MAYURBHANJ,9,10,0.9,0.09999999999999998,1
673,ODISHA,NABARANGAPUR,9,10,0.9,0.09999999999999998,1
674,ODISHA,NABARANGPUR,1,10,0.1,0.9,5
675,ODISHA,NAYAGARH,9,10,0.9,0.09999999999999998,1
676,ODISHA,NUAPADA,9,10,0.9,0.09999999999999998,1
677,ODISHA,PURI,9,10,0.9,0.09999999999999998,1
678,ODISHA,RAYAGADA,9,10,0.9,0.09999999999999998,1
679,ODISHA,SAMBALPUR,9,10,0.9,0.09999999999999998,1
680,ODISHA,SONAPUR,9,10,0.9,0.09999999999999998,1
681,ODISHA,SUBARNAPUR,9,10,0.9,0.09999999999999998,1
682,ODISHA,SUNDARGARH,9,10,0.9,0.09999999999999998,1
683,ODISHA,SUNDERGARH,9,10,0.9,0.09999999999999998,1
684,ORISSA,ANGUL,3,10,0.3,0.7,6
685,ORISSA,ANUGUL,4,10,0.4,0.6,6
686,ORISSA,ANUGUL  *,1,10,0.1,0.9,8
687,ORISSA,BALANGIR,9,10,0.9,0.09999999999999998,1
688,ORISSA,BALESHWAR,9,10,0.9,0.09999999999999998,1
689,ORISSA,BALESWAR,4,10,0.4,0.6,6
690,ORISSA,BARGARH,8,10,0.8,0.19999999999999996,1
691,ORISSA,BAUDH,4,10,0.4,0.6,6
692,ORISSA,BHADRAK,9,10,0.9,0.09999999999999998,1
693,ORISSA,CUTTACK,9,10,0.9,0.09999999999999998,1
694,ORISSA,DEBAGARH,4,10,0.4,0.6,6
695,ORISSA,DHENKANAL,9,10,0.9,0.09999999999999998,1
696,ORISSA,GAJAPATI,4,10,0.4,0.6,6
697,ORISSA,GANJAM,9,10,0.9,0.09999999999999998,1
698,ORISSA,JAGATSINGHAPUR,4,10,0.4,0.6,6
699,ORISSA,JAJAPUR,8,10,0.8,0.19999999999999996,1
700,ORISSA,JAJAPUR  *,2,10,0.2,0.8,6
701,ORISSA,JHARSUGUDA,4,10,0.4,0.6,6
702,ORISSA,KALAHANDI,4,10,0.4,0.6,6
703,ORISSA,KANDHAMAL,4,10,0.4,0.6,6
704,ORISSA,KENDRAPARA,4,10,0.4,0.6,6
705,ORISSA,KENDRAPARA *,1,10,0.1,0.9,8
706,ORISSA,KENDUJHAR,5,10,0.5,0.5,3
707,ORISSA,KHORDA,3,10,0.3,0.7,7
708,ORISSA,KHORDHA,9,10,0.9,0.09999999999999998,1
709,ORISSA,KHORDHA  *,1,10,0.1,0.9,9
710,ORISSA,KORAPUT,9,10,0.9,0.09999999999999998,1
711,ORISSA,MALKANGIRI,5,10,0.5,0.5,4
712,ORISSA,MAYURBHANJ,4,10,0.4,0.6,6
713,ORISSA,NABARANGAPUR,4,10,0.4,0.6,6
714,ORISSA,NAYAGARH,7,10,0.7,0.30000000000000004,1
715,ORISSA,NUAPADA,3,10,0.3,0.7,6
716,ORISSA,PURI,9,10,0.9,0.09999999999999998,1
717,ORISSA,RAYAGADA,9,10,0.9,0.09999999999999998,1
718,ORISSA,SAMBALPUR,4,10,0.4,0.6,6
719,ORISSA,SONAPUR,4,10,0.4,0.6,6
720,ORISSA,SUBARNAPUR,4,10,0.4,0.6,6
721,ORISSA,SUNDARGARH,7,10,0.7,0.30000000000000004,2
722,ORISSA,SUNDERGARH,2,10,0.2,0.8,6
723,PONDICHERRY,CUDDALORE,3,10,0.3,0.7,6
724,PONDICHERRY,KARAIKAL,5,10,0.5,0.5,4
725,PONDICHERRY,PONDICHERRY,9,10,0.9,0.09999999999999998,1
726,PONDICHERRY,VILUPPURAM,4,10,0.4,0.6,6
727,PONDICHERRY,YANAM,4,10,0.4,0.6,6
728,PUDUCHERRY,KARAIKAL,9,10,0.9,0.09999999999999998,1
729,PUDUCHERRY,PONDICHERRY,4,10,0.4,0.6,6
730,PUDUCHERRY,PUDUCHERRY,9,10,0.9,0.09999999999999998,1
731,PUDUCHERRY,YANAM,4,10,0.4,0.6,6
732,PUNJAB,AMRITSAR,9,10,0.9,0.09999999999999998,1
733,PUNJAB,BARNALA,9,10,0.9,0.09999999999999998,1
734,PUNJAB,BATHINDA,9,10,0.9,0.09999999999999998,1
735,PUNJAB,FARIDKOT,9,10,0.9,0.09999999999999998,1
736,PUNJAB,FATEHGARH SAHIB,9,10,0.9,0.09999999999999998,1
737,PUNJAB,FAZILKA,9,10,0.9,0.09999999999999998,1
738,PUNJAB,FEROZEPUR,9,10,0.9,0.09999999999999998,1
739,PUNJAB,FIROZPUR,9,10,0.9,0.09999999999999998,1
740,PUNJAB,GURDASPUR,9,10,0.9,0.09999999999999998,1
741,PUNJAB,HOSHIARPUR,9,10,0.9,0.09999999999999998,1
742,PUNJAB,JALANDHAR,9,10,0.9,0.09999999999999998,1
743,PUNJAB,KAPURTHALA,9,10,0.9,0.09999999999999998,1
744,PUNJAB,LUDHIANA,9,10,0.9,0.09999999999999998,1
745,PUNJAB,MALERKOTLA,9,10,0.9,0.09999999999999998,1
746,PUNJAB,MANSA,9,10,0.9,0.09999999999999998,1
