state,district,mean_cci,min_cci
KERALA,MALAPPURAM,0.7648373304748828,0.0
KERALA,PALAKKAD,0.8044073310475985,0.0
KERALA,PATHANAMTHITTA,0.7946035689559565,0.0
KERALA,THIRUVANANTHAPURAM,0.788175073719334,0.0
KERALA,THRISSUR,0.7829403593392957,0.0
KERALA,WAYANAD,0.7589500489909449,0.0
LADAKH,KARGIL,0.6937969841404595,0.0
LADAKH,LEH,0.6993224681036792,0.0
LAKSHADWEEP,LAKSHADWEEP,0.8297782357651655,0.0
MADANAPALLE,KADIRI ROAD,0.0,0.0
MADHYA PRADESH,AGAR MALWA,0.6909821702571413,0.0
MADHYA PRADESH,ALIRAJPUR,0.7357090634543957,0.0
MADHYA PRADESH,ANUPPUR,0.7651639549122986,0.0
MADHYA PRADESH,ASHOK NAGAR,0.7331627108840382,0.0
MADHYA PRADESH,ASHOKNAGAR,0.0,0.0
MADHYA PRADESH,BALAGHAT,0.7463497873857877,0.0
MADHYA PRADESH,BARWANI,0.7039246410611966,0.0
MADHYA PRADESH,BETUL,0.7507917182189232,0.0
MADHYA PRADESH,BHIND,0.702027368488851,0.0
MADHYA PRADESH,BHOPAL,0.7790352449707493,0.0
MADHYA PRADESH,BURHANPUR,0.7542389439488385,0.0
MADHYA PRADESH,CHHATARPUR,0.7224236477256986,0.0
MADHYA PRADESH,CHHINDWARA,0.6931603375195057,0.0
MADHYA PRADESH,DAMOH,0.7805541033953133,0.0
MADHYA PRADESH,DATIA,0.6847866002335572,0.0
MADHYA PRADESH,DEWAS,0.7763116651649031,0.0
MADHYA PRADESH,DHAR,0.7207145185442054,0.0
MADHYA PRADESH,DINDORI,0.7125671492282433,0.0
MADHYA PRADESH,EAST NIMAR,0.6972493433934568,0.0
MADHYA PRADESH,GUNA,0.7862198142685235,0.0
MADHYA PRADESH,GWALIOR,0.7065669030584683,0.0
MADHYA PRADESH,HARDA,0.7988176569680054,0.0
MADHYA PRADESH,HARDA *,0.792525507918602,0.0
MADHYA PRADESH,HOSHANGABAD,0.8198023881401821,0.0
MADHYA PRADESH,INDORE,0.7080921001495264,0.0
MADHYA PRADESH,JABALPUR,0.7820723375377112,0.0
MADHYA PRADESH,JHABUA,0.705681911775889,0.0
MADHYA PRADESH,KATNI,0.7210831479580619,0.0
MADHYA PRADESH,KHANDWA,0.7678971822682582,0.0
MADHYA PRADESH,KHARGONE,0.7730720241779604,0.0
MADHYA PRADESH,MAIHAR,0.4585058224821156,0.0
MADHYA PRADESH,MANDLA,0.6841548186393324,0.0
MADHYA PRADESH,MANDSAUR,0.7084475151309502,0.0
MADHYA PRADESH,MAUGANJ,0.35220533456511566,0.0
MADHYA PRADESH,MORENA,0.7010966705749707,0.0
MADHYA PRADESH,NARMADAPURAM,0.610657501841611,0.0
MADHYA PRADESH,NARSIMHAPUR,0.772504073552303,0.0
MADHYA PRADESH,NARSINGHPUR,0.7820358674164535,0.0
MADHYA PRADESH,NEEMUCH,0.7418195935983436,0.0
MADHYA PRADESH,NIWARI,0.756161280323197,0.0
MADHYA PRADESH,PANDHURNA,0.2883730158730159,0.0
MADHYA PRADESH,PANNA,0.7463052718353558,0.0
MADHYA PRADESH,RAISEN,0.7743061686983472,0.0
MADHYA PRADESH,RAJGARH,0.7786007980469105,0.0
MADHYA PRADESH,RATLAM,0.756189840005056,0.0
MADHYA PRADESH,REWA,0.7937208878062453,0.0
MADHYA PRADESH,SAGAR,0.7960517301259793,0.0
MADHYA PRADESH,SATNA,0.774599413487967,0.0
MADHYA PRADESH,SEHORE,0.7940398936688398,0.0
MADHYA PRADESH,SEONI,0.713281792108063,0.0
MADHYA PRADESH,SHAHDOL,0.7510037057747488,0.0
MADHYA PRADESH,SHAJAPUR,0.7968037981983608,0.0
MADHYA PRADESH,SHEOPUR,0.6763362881245045,0.0
MADHYA PRADESH,SHIVPURI,0.7286403795612465,0.0
MADHYA PRADESH,SIDHI,0.7843819192793842,0.0
MADHYA PRADESH,SINGRAULI,0.7631262533666077,0.0
MADHYA PRADESH,TIKAMGARH,0.7685266995530309,0.0
MADHYA PRADESH,UJJAIN,0.7809544114677969,0.0
MADHYA PRADESH,UMARIA,0.7255445480398566,0.0
MADHYA PRADESH,VIDISHA,0.7641960116420216,0.0
MADHYA PRADESH,WEST NIMAR,0.7591968175845272,0.0
MAHARASHTRA,AHILYANAGAR,0.0004926108374384236,0.0
MAHARASHTRA,AHMADNAGAR,0.8502551589559915,0.0
MAHARASHTRA,AHMED NAGAR,0.81439057431961,0.0
MAHARASHTRA,AHMEDNAGAR,0.0,0.0
MAHARASHTRA,AKOLA,0.8451148079651383,0.0
MAHARASHTRA,AMRAVATI,0.8432744257987268,0.0
MAHARASHTRA,AURANGABAD,0.8064610185018319,0.0
MAHARASHTRA,BEED,0.8132182455031364,0.0
MAHARASHTRA,BHANDARA,0.8577150969958213,0.0
MAHARASHTRA,BID,0.6122605626946072,0.0
MAHARASHTRA,BULDANA,0.8386776286529264,0.0
MAHARASHTRA,BULDHANA,0.8477077361195567,0.0
MAHARASHTRA,CHANDRAPUR,0.8513896468594812,0.0
MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,0.43963142263005883,0.0
MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,0.46430326860216303,0.0
MAHARASHTRA,DHARASHIV,0.46468420504043095,0.0
MAHARASHTRA,DHULE,0.8142728945919971,0.0
MAHARASHTRA,DIST : THANE,0.0,0.0
MAHARASHTRA,GADCHIROLI,0.8442127053427303,0.0
MAHARASHTRA,GONDIA,0.209047619047619,0.0
MAHARASHTRA,GONDIYA,0.815863477702495,0.0
MAHARASHTRA,GONDIYA *,0.2605396825396825,0.0
MAHARASHTRA,HINGOLI,0.822774182283772,0.0
MAHARASHTRA,HINGOLI *,0.0,0.0
MAHARASHTRA,JALGAON,0.841373225836537,0.0
MAHARASHTRA,JALNA,0.8411226826510199,0.0
MAHARASHTRA,KOLHAPUR,0.8469690197827766,0.0
MAHARASHTRA,LATUR,0.8152682060948238,0.0
MAHARASHTRA,MUMBAI,0.8286482679983139,0.0
MAHARASHTRA,MUMBAI CITY,0.7596424575501939,0.0
MAHARASHTRA,MUMBAI SUBURBAN,0.7280220223949597,0.0
MAHARASHTRA,MUMBAI( SUB URBAN ),0.48323268906695943,0.0
MAHARASHTRA,NAGPUR,0.7999540102240938,0.0
MAHARASHTRA,NANDED,0.8374187197812162,0.0
MAHARASHTRA,NANDURBAR,0.829652973254591,0.0
MAHARASHTRA,NANDURBAR *,0.11166666666666666,0.0
MAHARASHTRA,NASHIK,0.8275057957176344,0.0
MAHARASHTRA,OSMANABAD,0.8466808853188071,0.0
MAHARASHTRA,PALGHAR,0.8005696078108757,0.0
MAHARASHTRA,PARBHANI,0.8425600850128523,0.0
MAHARASHTRA,PUNE,0.7938222258099807,0.0
MAHARASHTRA,RAIGAD,0.4335139075265146,0.0
MAHARASHTRA,RAIGARH,0.8499149258331228,0.0
MAHARASHTRA,RAIGARH(MH),0.17844924812030075,0.0
MAHARASHTRA,RATNAGIRI,0.8632801340914009,0.0
MAHARASHTRA,SANGLI,0.8539810447795053,0.0
MAHARASHTRA,SATARA,0.8597356370003355,0.0
MAHARASHTRA,SINDHUDURG,0.8654682072333493,0.0
MAHARASHTRA,SOLAPUR,0.8460486015718496,0.0
MAHARASHTRA,THANE,0.7211816328084603,0.0
MAHARASHTRA,WARDHA,0.8586903006464063,0.0
MAHARASHTRA,WASHIM,0.8637992725242987,0.0
MAHARASHTRA,WASHIM *,0.3259090909090909,0.0
MAHARASHTRA,YAVATMAL,0.8452836234732489,0.0
MANIPUR,BISHNUPUR,0.7029095160717699,0.0
MANIPUR,CHANDEL,0.686721535713582,0.0
MANIPUR,CHURACHANDPUR,0.5904056524554336,0.0
MANIPUR,IMPHAL EAST,0.7549727329886394,0.0
MANIPUR,IMPHAL WEST,0.7510630863131184,0.0
MANIPUR,JIRIBAM,0.5691969838307178,0.0
MANIPUR,KAKCHING,0.6760364121564899,0.0
MANIPUR,KANGPOKPI,0.0,0.0
MANIPUR,PHERZAWL,0.013333333333333332,0.0
MANIPUR,SENAPATI,0.6785463916618648,0.0
MANIPUR,TAMENGLONG,0.6299155520466568,0.0
MANIPUR,THOUBAL,0.7365585343160806,0.0
MANIPUR,UKHRUL,0.7028921805695528,0.0
MEGHALAYA,EAST GARO HILLS,0.259178519532315,0.0
MEGHALAYA,EAST JAINTIA HILLS,0.40879221880708794,0.0
MEGHALAYA,EAST KHASI HILLS,0.3718825238012118,0.0
MEGHALAYA,EASTERN WEST KHASI HILLS,0.0031589147286821702,0.0
MEGHALAYA,JAINTIA HILLS,0.05,0.0
MEGHALAYA,KAMRUP,0.0,0.0
MEGHALAYA,NORTH GARO HILLS,0.4208555236617033,0.0
MEGHALAYA,RI BHOI,0.3483043057710806,0.0
MEGHALAYA,SOUTH GARO HILLS,0.21696651435450112,0.0
MEGHALAYA,SOUTH WEST GARO HILLS,0.4850146169092285,0.0
MEGHALAYA,SOUTH WEST KHASI HILLS,0.4302932010756083,0.0
MEGHALAYA,WEST GARO HILLS,0.4880644931338489,0.0
MEGHALAYA,WEST JAINTIA HILLS,0.387695459599947,0.0
MEGHALAYA,WEST KHASI HILLS,0.28492448170151,0.0
MIZORAM,AIZAWL,0.84013890562014,0.0
MIZORAM,CHAMPHAI,0.7331036893153027,0.0
MIZORAM,HNAHTHIAL,0.19404761904761902,0.0
MIZORAM,KHAWZAWL,0.07972222222222222,0.0
MIZORAM,KOLASIB,0.7654118385327714,0.0
MIZORAM,LAWNGTLAI,0.7811302627398131,0.0
MIZORAM,LUNGLEI,0.7488129541358535,0.0
MIZORAM,MAMIT,0.8216887181511463,0.0
MIZORAM,MAMMIT,0.8305499039470805,0.0
MIZORAM,SAIHA,0.7425495009542926,0.0
MIZORAM,SAITUAL,0.32368024132730017,0.0
MIZORAM,SERCHHIP,0.7970448146820208,0.0
NAGALAND,CHUMUKEDIMA,0.4430248337947623,0.0
NAGALAND,DIMAPUR,0.672476932574005,0.0
NAGALAND,KIPHIRE,0.6213419374182996,0.0
NAGALAND,KOHIMA,0.703614207744921,0.0
NAGALAND,LONGLENG,0.545746642136693,0.0
NAGALAND,MELURI,0.31495098039215685,0.0
NAGALAND,MOKOKCHUNG,0.7554766254449353,0.0
NAGALAND,MON,0.6583574135922998,0.0
NAGALAND,NIULAND,0.42794264069264065,0.0
NAGALAND,NOKLAK,0.5365195306028187,0.0
NAGALAND,PEREN,0.5615250322906962,0.0
NAGALAND,PHEK,0.6784986232895526,0.0
NAGALAND,SHAMATOR,0.11747269116186691,0.0
NAGALAND,TSEMINYU,0.3688512949039265,0.0
NAGALAND,TUENSANG,0.620967215474001,0.0
NAGALAND,WOKHA,0.7355743984573909,0.0
NAGALAND,ZUNHEBOTO,0.660624070413405,0.0
NAGPUR,NEAR UDAY NAGAR NIT GARDEN,0.0,0.0
ODISHA,ANGUL,0.7993271909832599,0.0
ODISHA,ANUGAL,0.0,0.0
ODISHA,ANUGUL,0.7682602762952784,0.0
ODISHA,BALANGIR,0.7972029007207398,0.0
ODISHA,BALESHWAR,0.7867566648849246,0.0
ODISHA,BALESWAR,0.7955719030925604,0.0
ODISHA,BALIANTA,0.0,0.0
ODISHA,BARGARH,0.8089726744945217,0.0
ODISHA,BAUDH,0.8340980719691835,0.0
ODISHA,BHADRAK,0.7793768487463384,0.0
ODISHA,BHADRAK(R),0.0,0.0
ODISHA,BOUDH,0.8166811451178226,0.0
ODISHA,CUTTACK,0.8098979389592623,0.0
ODISHA,DEBAGARH,0.8020149266314991,0.0
ODISHA,DHENKANAL,0.8030273044167012,0.0
ODISHA,GAJAPATI,0.808830353418284,0.0
ODISHA,GANJAM,0.7913280300177873,0.0
ODISHA,JAGATSINGHAPUR,0.8202753058892321,0.0
ODISHA,JAGATSINGHPUR,0.8392820354421555,0.0
ODISHA,JAJAPUR,0.7794232583996858,0.0
ODISHA,JAJPUR,0.7840627813341341,0.0
ODISHA,JHARSUGUDA,0.8020410779269029,0.0
ODISHA,KALAHANDI,0.7876343229119315,0.0
ODISHA,KANDHAMAL,0.7735057273621033,0.0
ODISHA,KENDRAPARA,0.7955839784997993,0.0
ODISHA,KENDUJHAR,0.7794749326488402,0.0
ODISHA,KHORDA,0.7995097284911663,0.0
ODISHA,KHORDHA,0.8005204595699658,0.0
ODISHA,KORAPUT,0.7953639279449404,0.0
ODISHA,MALKANGIRI,0.7863675540359019,0.0
ODISHA,MAYURBHANJ,0.7866898269996774,0.0
ODISHA,NABARANGAPUR,0.7863270201244904,0.0
ODISHA,NABARANGPUR,0.0,0.0
ODISHA,NAYAGARH,0.804692336438924,0.0
ODISHA,NUAPADA,0.8010177819408664,0.0
ODISHA,PURI,0.8132532200675472,0.0
ODISHA,RAYAGADA,0.774907926088839,0.0
ODISHA,SAMBALPUR,0.7935000601186333,0.0
ODISHA,SONAPUR,0.7873733211060165,0.0
ODISHA,SUBARNAPUR,0.7609072618704705,0.0
ODISHA,SUNDARGARH,0.7707798605571607,0.0
ODISHA,SUNDERGARH,0.7923772633835167,0.0
ORISSA,ANGUL,0.06666666666666667,0.0
ORISSA,ANUGUL,0.27123015873015877,0.0
ORISSA,ANUGUL  *,0.0,0.0
ORISSA,BALANGIR,0.7944265849607901,0.0
ORISSA,BALESHWAR,0.7670406484755216,0.0
ORISSA,BALESWAR,0.21666666666666665,0.0
ORISSA,BARGARH,0.6832801177151022,0.0
ORISSA,BAUDH,0.0,0.0
ORISSA,BHADRAK,0.7802268680370954,0.0
ORISSA,CUTTACK,0.7956031475374697,0.0
ORISSA,DEBAGARH,0.1,0.0
ORISSA,DHENKANAL,0.784256689798565,0.0
ORISSA,GAJAPATI,0.24666666666666667,0.0
ORISSA,GANJAM,0.7716341587593399,0.0
ORISSA,JAGATSINGHAPUR,0.3372459062676454,0.0
ORISSA,JAJAPUR,0.5947939221220205,0.0
ORISSA,JAJAPUR  *,0.0,0.0
ORISSA,JHARSUGUDA,0.21818181818181817,0.0
ORISSA,KALAHANDI,0.11666666666666665,0.0
ORISSA,KANDHAMAL,0.2652310924369748,0.0
ORISSA,KENDRAPARA,0.2585081585081585,0.0
ORISSA,KENDRAPARA *,0.0,0.0
ORISSA,KENDUJHAR,0.34103896103896103,0.0
ORISSA,KHORDA,0.08333333333333333,0.0
ORISSA,KHORDHA,0.7932306617612979,0.0
ORISSA,KHORDHA  *,0.0,0.0
ORISSA,KORAPUT,0.7376276745685454,0.0
ORISSA,MALKANGIRI,0.32654456654456654,0.0
ORISSA,MAYURBHANJ,0.20666666666666664,0.0
ORISSA,NABARANGAPUR,0.0,0.0
ORISSA,NAYAGARH,0.6082421745121217,0.0
ORISSA,NUAPADA,0.0,0.0
ORISSA,PURI,0.8012778682433541,0.0
ORISSA,RAYAGADA,0.687983812580889,0.0
ORISSA,SAMBALPUR,0.22182983682983687,0.0
ORISSA,SONAPUR,0.21431457431457432,0.0
ORISSA,SUBARNAPUR,0.2,0.0
ORISSA,SUNDARGARH,0.5816115607419955,0.0
ORISSA,SUNDERGARH,0.0,0.0
PONDICHERRY,CUDDALORE,0.0,0.0
PONDICHERRY,KARAIKAL,0.39186448032175003,0.0
PONDICHERRY,PONDICHERRY,0.8215885068186701,0.0
PONDICHERRY,VILUPPURAM,0.11666666666666665,0.0
PONDICHERRY,YANAM,0.05555555555555556,0.0
PUDUCHERRY,KARAIKAL,0.7664162965058281,0.0
PUDUCHERRY,PONDICHERRY,0.13999999999999999,0.0
PUDUCHERRY,PUDUCHERRY,0.7780207666825503,0.0
PUDUCHERRY,YANAM,0.29197746697746696,0.0
PUNJAB,AMRITSAR,0.7845625005407758,0.0
PUNJAB,BARNALA,0.8554128426138817,0.0
PUNJAB,BATHINDA,0.8483132990866901,0.0
PUNJAB,FARIDKOT,0.8445402813187615,0.0
PUNJAB,FATEHGARH SAHIB,0.8436339929273691,0.0
PUNJAB,FAZILKA,0.8359658162007614,0.0
PUNJAB,FEROZEPUR,0.8369090685557051,0.0
PUNJAB,FIROZPUR,0.8203413696731863,0.0
PUNJAB,GURDASPUR,0.7961619503027058,0.0
PUNJAB,HOSHIARPUR,0.8051920314995862,0.0
PUNJAB,JALANDHAR,0.8290730979840284,0.0
PUNJAB,KAPURTHALA,0.8286010996922419,0.0
PUNJAB,LUDHIANA,0.7813078485049002,0.0
PUNJAB,MALERKOTLA,0.7588243766535377,0.0
PUNJAB,MANSA,0.8427392410736709,0.0
PUNJAB,MOGA,0.8416446928855086,0.0
PUNJAB,MUKTSAR,0.7990398551284896,0.0
PUNJAB,NAWANSHAHR,0.3871639171639171,0.0
PUNJAB,PATHANKOT,0.810328388399647,0.0
PUNJAB,PATIALA,0.785026601270666,0.0
PUNJAB,RUPNAGAR,0.8394133851182979,0.0
PUNJAB,S.A.S NAGAR,0.0,0.0
PUNJAB,S.A.S NAGAR(MOHALI),0.6372633117253749,0.0
PUNJAB,SANGRUR,0.8587784931555772,0.0
PUNJAB,SAS NAGAR (MOHALI),0.7553842633589567,0.0
PUNJAB,SHAHEED BHAGAT SINGH NAGAR,0.8542566863188472,0.0
PUNJAB,SRI MUKTSAR SAHIB,0.8396731059572808,0.0
PUNJAB,TARN TARAN,0.8470687115756192,0.0
PUTTENAHALLI,5TH CROSS,0.0,0.0
RAJA ANNAMALAI PURAM,NEAR DHYANA ASHRAM,0.0,0.0
RAJASTHAN,AJMER,0.7410066325992394,0.0
RAJASTHAN,ALWAR,0.757980202513705,0.0
RAJASTHAN,BALOTRA,0.0,0.0
RAJASTHAN,BANSWARA,0.767441386049682,0.0
RAJASTHAN,BARAN,0.7387334280285108,0.0
RAJASTHAN,BARMER,0.7861003761350521,0.0
RAJASTHAN,BEAWAR,0.00909090909090909,0.0
RAJASTHAN,BHARATPUR,0.746897239455177,0.0
RAJASTHAN,BHILWARA,0.7774024141610048,0.0
RAJASTHAN,BIKANER,0.7188545927507215,0.0
RAJASTHAN,BUNDI,0.7525687031647407,0.0
RAJASTHAN,CHITTAURGARH,0.7438242591146177,0.0
RAJASTHAN,CHITTORGARH,0.7398585749877606,0.0
RAJASTHAN,CHURU,0.7492848899624468,0.0
RAJASTHAN,DAUSA,0.7846651446091113,0.0
RAJASTHAN,DEEG,0.015145064002838503,0.0
RAJASTHAN,DHAULPUR,0.30403903410232525,0.0
RAJASTHAN,DHOLPUR,0.7042560391409138,0.0
RAJASTHAN,DIDWANA-KUCHAMAN,0.001694915254237288,0.0
RAJASTHAN,DUNGARPUR,0.7935637737937038,0.0
RAJASTHAN,GANGANAGAR,0.7768307476806231,0.0
RAJASTHAN,HANUMANGARH,0.7531613238097291,0.0
RAJASTHAN,JAIPUR,0.7188343239760251,0.0
RAJASTHAN,JAISALMER,0.7923104740183494,0.0
RAJASTHAN,JALOR,0.7522018163900731,0.0
RAJASTHAN,JALORE,0.007142857142857143,0.0
RAJASTHAN,JHALAWAR,0.7479123292761389,0.0
RAJASTHAN,JHUNJHUNU,0.7168810423804166,0.0
RAJASTHAN,JHUNJHUNUN,0.7792018194391213,0.0
RAJASTHAN,JODHPUR,0.7697398266709892,0.0
RAJASTHAN,KARAULI,0.7453907656445313,0.0
RAJASTHAN,KHAIRTHAL-TIJARA,0.005479452054794521,0.0
RAJASTHAN,KOTA,0.7171740106564092,0.0
RAJASTHAN,KOTPUTLI-BEHROR,0.002127659574468085,0.0
RAJASTHAN,NAGAUR,0.7715239464501262,0.0
RAJASTHAN,PALI,0.7933455769950946,0.0
RAJASTHAN,PHALODI,0.0,0.0
RAJASTHAN,PRATAPGARH,0.7707481712107779,0.0
RAJASTHAN,RAJSAMAND,0.758633279719453,0.0
RAJASTHAN,SALUMBAR,0.0,0.0
RAJASTHAN,SAWAI MADHOPUR,0.7765919539340038,0.0
RAJASTHAN,SIKAR,0.7679149474548883,0.0
RAJASTHAN,SIROHI,0.7255690137220905,0.0
RAJASTHAN,TONK,0.7554015577159301,0.0
RAJASTHAN,UDAIPUR,0.7791794547470519,0.0
SIKKIM,EAST,0.7346751825423479,0.0
SIKKIM,EAST SIKKIM,0.777724240388846,0.0
SIKKIM,MANGAN,0.0,0.0
SIKKIM,NAMCHI,0.0,0.0
SIKKIM,NORTH,0.4270406632366594,0.0
SIKKIM,NORTH SIKKIM,0.8114623455071163,0.0
SIKKIM,SOUTH,0.6831977791980021,0.0
SIKKIM,SOUTH SIKKIM,0.6774987006085398,0.0
SIKKIM,WEST,0.6644582040700724,0.0
SIKKIM,WEST SIKKIM,0.694149098693908,0.0
TAMIL NADU,ARIYALUR,0.7917058486775113,0.0
TAMIL NADU,CHENGALPATTU,0.6338776848398842,0.0
TAMIL NADU,CHENNAI,0.7855591115490064,0.0
TAMIL NADU,COIMBATORE,0.7454136385193559,0.0
TAMIL NADU,CUDDALORE,0.7937022319135882,0.0
TAMIL NADU,DHARMAPURI,0.8108678415354209,0.0
TAMIL NADU,DINDIGUL,0.7907441343914486,0.0
TAMIL NADU,ERODE,0.8103496975373258,0.0
TAMIL NADU,KALLAKURICHI,0.6208813473571724,0.0
TAMIL NADU,KANCHEEPURAM,0.7649430751539477,0.0
TAMIL NADU,KANCHIPURAM,0.05,0.0
TAMIL NADU,KANNIYAKUMARI,0.7634435923123613,0.0
TAMIL NADU,KANYAKUMARI,0.776525577037263,0.0
TAMIL NADU,KARUR,0.7922630300532387,0.0
TAMIL NADU,KRISHNAGIRI,0.7994209555478758,0.0
TAMIL NADU,MADURAI,0.7882123840242284,0.0
TAMIL NADU,MAYILADUTHURAI,0.8061475726799394,0.0
TAMIL NADU,NAGAPATTINAM,0.7914067683820889,0.0
TAMIL NADU,NAMAKKAL,0.7687111777597262,0.0
TAMIL NADU,NAMAKKAL   *,0.0,0.0
TAMIL NADU,PERAMBALUR,0.7846204125266266,0.0
TAMIL NADU,PUDUKKOTTAI,0.7687835240314962,0.0
TAMIL NADU,RAMANATHAPURAM,0.8016836249226736,0.0
TAMIL NADU,RANIPET,0.5567006691293095,0.0
TAMIL NADU,SALEM,0.7805636026939864,0.0
TAMIL NADU,SIVAGANGA,0.8031531940405519,0.0
TAMIL NADU,TENKASI,0.7779514250126038,0.0
TAMIL NADU,THANJAVUR,0.7791702333389625,0.0
TAMIL NADU,THE NILGIRIS,0.7988344400106876,0.0
TAMIL NADU,THENI,0.7918215944502645,0.0
TAMIL NADU,THIRUVALLUR,0.7140583497975737,0.0
TAMIL NADU,THIRUVARUR,0.7963156436917116,0.0
TAMIL NADU,THOOTHUKKUDI,0.8153253443827033,0.0
TAMIL NADU,TIRUCHIRAPPALLI,0.7774686583167137,0.0
TAMIL NADU,TIRUNELVELI,0.7991088938863873,0.0
TAMIL NADU,TIRUPATHUR,0.2871127819548872,0.0
TAMIL NADU,TIRUPATTUR,0.8014861674776281,0.0
TAMIL NADU,TIRUPPUR,0.7624391357846181,0.0
TAMIL NADU,TIRUVALLUR,0.7768798733971738,0.0
TAMIL NADU,TIRUVANNAMALAI,0.7928481300094632,0.0
TAMIL NADU,TIRUVARUR,0.0,0.0
TAMIL NADU,TUTICORIN,0.05,0.0
TAMIL NADU,VELLORE,0.7992437125752991,0.0
TAMIL NADU,VILLUPURAM,0.8051253560615675,0.0
TAMIL NADU,VILUPPURAM,0.7815515768192336,0.0
TAMIL NADU,VIRUDHUNAGAR,0.7757411402221305,0.0
TAMILNADU,CHENNAI,0.05,0.0
TELANGANA,ADILABAD,0.7824919346808527,0.0
TELANGANA,BHADRADRI KOTHAGUDEM,0.6728439901561115,0.0
TELANGANA,HANUMAKONDA,0.5612063524671768,0.0
TELANGANA,HYDERABAD,0.6999327320100653,0.0
TELANGANA,JAGITIAL,0.7212177262734216,0.0
TELANGANA,JANGAON,0.2252728328733249,0.0
TELANGANA,JANGOAN,0.6829074226326293,0.0
TELANGANA,JAYASHANKAR BHUPALPALLY,0.6207478937943526,0.0
TELANGANA,JOGULAMBA GADWAL,0.46566554721957587,0.0
TELANGANA,K.V. RANGAREDDY,0.718173491133178,0.0
TELANGANA,KAMAREDDY,0.6513204285430538,0.0
TELANGANA,KARIMNAGAR,0.7865336180740556,0.0
TELANGANA,KHAMMAM,0.7656703103808254,0.0
TELANGANA,KOMARAM BHEEM,0.5972399090403989,0.0
TELANGANA,MAHABUBABAD,0.6720045939449483,0.0
TELANGANA,MAHABUBNAGAR,0.7441268368671887,0.0
TELANGANA,MANCHERIAL,0.68899879259262,0.0
TELANGANA,MEDAK,0.7937889868839342,0.0
TELANGANA,MEDCHAL MALKAJGIRI,0.0,0.0
TELANGANA,MEDCHAL-MALKAJGIRI,0.5132643333285315,0.0
TELANGANA,MEDCHAL?MALKAJGIRI,0.21961538461538463,0.0
TELANGANA,MEDCHALÂMALKAJGIRI,0.0,0.0
TELANGANA,MEDCHAL−MALKAJGIRI,0.34792613353598034,0.0
TELANGANA,MULUGU,0.6102962849510262,0.0
TELANGANA,NAGARKURNOOL,0.7017434013934363,0.0
TELANGANA,NALGONDA,0.7874654232951107,0.0
TELANGANA,NARAYANPET,0.6019215428047862,0.0
TELANGANA,NIRMAL,0.584315266775338,0.0
TELANGANA,NIZAMABAD,0.770495382512008,0.0
TELANGANA,PEDDAPALLI,0.6926279791373279,0.0
TELANGANA,RAJANNA SIRCILLA,0.723670391366966,0.0
TELANGANA,RANGA REDDY,0.0,0.0
TELANGANA,RANGAREDDY,0.5854746702571353,0.0
TELANGANA,SANGAREDDY,0.6298951372379313,0.0
TELANGANA,SIDDIPET,0.6451907971237987,0.0
TELANGANA,SURYAPET,0.637061648908077,0.0
TELANGANA,VIKARABAD,0.47239100162654923,0.0
TELANGANA,WANAPARTHY,0.5899411040419273,0.0
TELANGANA,WARANGAL,0.8162574190008172,0.0
TELANGANA,WARANGAL (URBAN),0.07833333333333334,0.0
TELANGANA,WARANGAL RURAL,0.730565810239206,0.0
TELANGANA,WARANGAL URBAN,0.6664766571361431,0.0
TELANGANA,YADADRI.,0.6415914390508564,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,0.0,0.0
TRIPURA,DHALAI,0.7909877383690196,0.0
TRIPURA,DHALAI  *,0.7756417328718088,0.0
TRIPURA,GOMATI,0.7736780526259384,0.0
TRIPURA,KHOWAI,0.7975190887405367,0.0
TRIPURA,NORTH TRIPURA,0.8365420976955729,0.0
TRIPURA,SEPAHIJALA,0.7730278887412385,0.0
TRIPURA,SOUTH TRIPURA,0.7739604384529196,0.0
TRIPURA,UNAKOTI,0.8224894133996882,0.0
TRIPURA,WEST TRIPURA,0.7935667393392112,0.0
UTTAR PRADESH,AGRA,0.7397585739434618,0.0
UTTAR PRADESH,ALIGARH,0.7523634252149639,0.0
UTTAR PRADESH,ALLAHABAD,0.7794047300395786,0.0
UTTAR PRADESH,AMBEDKAR NAGAR,0.7583442622833174,0.0
UTTAR PRADESH,AMETHI,0.7710623479683388,0.0
UTTAR PRADESH,AMROHA,0.7783492026666928,0.0
UTTAR PRADESH,AURAIYA,0.7701594747560712,0.0
UTTAR PRADESH,AURAIYA *,0.05,0.0
UTTAR PRADESH,AYODHYA,0.5970365430017937,0.0
UTTAR PRADESH,AZAMGARH,0.7035367260522529,0.0
UTTAR PRADESH,BAGHPAT,0.7447055491071786,0.0
UTTAR PRADESH,BAGHPAT *,0.0,0.0
UTTAR PRADESH,BAGPAT,0.075,0.0
UTTAR PRADESH,BAHRAICH,0.7171321579914148,0.0
UTTAR PRADESH,BALLIA,0.746962698445521,0.0
UTTAR PRADESH,BALRAMPUR,0.7566697646256928,0.0
UTTAR PRADESH,BANDA,0.7604818302730623,0.0
UTTAR PRADESH,BARA BANKI,0.8179974528515137,0.0
UTTAR PRADESH,BARABANKI,0.6217602374029978,0.0
UTTAR PRADESH,BAREILLY,0.752945249176134,0.0
