date,state,district,demo_age_5_17,demo_age_17_
2025-09-19,UTTAR PRADESH,ETAWAH,59,373
2025-09-19,UTTAR PRADESH,FAIZABAD,77,594
2025-09-19,UTTAR PRADESH,FARRUKHABAD,83,355
2025-09-19,UTTAR PRADESH,FATEHPUR,140,824
2025-09-19,UTTAR PRADESH,FIROZABAD,66,429
2025-09-19,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,45,396
2025-09-19,UTTAR PRADESH,GHAZIABAD,90,995
2025-09-19,UTTAR PRADESH,GHAZIPUR,204,974
2025-09-19,UTTAR PRADESH,GONDA,149,795
2025-09-19,UTTAR PRADESH,GORAKHPUR,197,933
2025-09-19,UTTAR PRADESH,HAMIRPUR,45,402
2025-09-19,UTTAR PRADESH,HAPUR,26,204
2025-09-19,UTTAR PRADESH,HARDOI,213,1338
2025-09-19,UTTAR PRADESH,HATHRAS,49,278
2025-09-19,UTTAR PRADESH,JALAUN,70,528
2025-09-19,UTTAR PRADESH,JAUNPUR,357,1385
2025-09-19,UTTAR PRADESH,JHANSI,52,512
2025-09-19,UTTAR PRADESH,JYOTIBA PHULE NAGAR,0,4
2025-09-19,UTTAR PRADESH,KANNAUJ,87,465
2025-09-19,UTTAR PRADESH,KANPUR DEHAT,112,597
2025-09-19,UTTAR PRADESH,KANPUR NAGAR,139,1236
2025-09-19,UTTAR PRADESH,KASGANJ,73,421
2025-09-19,UTTAR PRADESH,KAUSHAMBI,150,636
2025-09-19,UTTAR PRADESH,KHERI,155,1223
2025-09-19,UTTAR PRADESH,KUSHINAGAR,94,498
2025-09-19,UTTAR PRADESH,KUSHINAGAR *,0,2
2025-09-19,UTTAR PRADESH,LALITPUR,40,337
2025-09-19,UTTAR PRADESH,LUCKNOW,101,1215
2025-09-19,UTTAR PRADESH,MAHARAJGANJ,119,730
2025-09-19,UTTAR PRADESH,MAHOBA,34,265
2025-09-19,UTTAR PRADESH,MAHRAJGANJ,0,4
2025-09-19,UTTAR PRADESH,MAINPURI,118,653
2025-09-19,UTTAR PRADESH,MATHURA,165,798
2025-09-19,UTTAR PRADESH,MAU,127,611
2025-09-19,UTTAR PRADESH,MEERUT,79,784
2025-09-19,UTTAR PRADESH,MIRZAPUR,167,1086
2025-09-19,UTTAR PRADESH,MORADABAD,106,843
2025-09-19,UTTAR PRADESH,MUZAFFARNAGAR,112,748
2025-09-19,UTTAR PRADESH,PILIBHIT,44,332
2025-09-19,UTTAR PRADESH,PRATAPGARH,161,1038
2025-09-19,UTTAR PRADESH,PRAYAGRAJ,17,143
2025-09-19,UTTAR PRADESH,RAE BARELI,156,1023
2025-09-19,UTTAR PRADESH,RAMPUR,143,1101
2025-09-19,UTTAR PRADESH,SAHARANPUR,123,1136
2025-09-19,UTTAR PRADESH,SAMBHAL,80,664
2025-09-19,UTTAR PRADESH,SANT KABIR NAGAR,135,582
2025-09-19,UTTAR PRADESH,SANT RAVIDAS NAGAR,124,595
2025-09-19,UTTAR PRADESH,SHAHJAHANPUR,203,1257
2025-09-19,UTTAR PRADESH,SHAMLI,45,522
2025-09-19,UTTAR PRADESH,SHRAWASTI,34,305
2025-09-19,UTTAR PRADESH,SIDDHARTHNAGAR,127,725
2025-09-19,UTTAR PRADESH,SITAPUR,208,1654
2025-09-19,UTTAR PRADESH,SONBHADRA,74,467
2025-09-19,UTTAR PRADESH,SULTANPUR,123,741
2025-09-19,UTTAR PRADESH,UNNAO,202,1658
2025-09-19,UTTAR PRADESH,VARANASI,170,1025
2025-09-19,UTTARAKHAND,ALMORA,20,178
2025-09-19,UTTARAKHAND,BAGESHWAR,17,86
2025-09-19,UTTARAKHAND,CHAMOLI,9,112
2025-09-19,UTTARAKHAND,CHAMPAWAT,13,81
2025-09-19,UTTARAKHAND,DEHRADUN,40,491
2025-09-19,UTTARAKHAND,GARHWAL,0,9
2025-09-19,UTTARAKHAND,HARDWAR,1,9
2025-09-19,UTTARAKHAND,HARIDWAR,69,504
2025-09-19,UTTARAKHAND,NAINITAL,26,334
2025-09-19,UTTARAKHAND,PAURI GARHWAL,19,222
2025-09-19,UTTARAKHAND,PITHORAGARH,25,89
2025-09-19,UTTARAKHAND,RUDRAPRAYAG,18,45
2025-09-19,UTTARAKHAND,TEHRI GARHWAL,30,271
2025-09-19,UTTARAKHAND,UDHAM SINGH NAGAR,101,885
2025-09-19,UTTARAKHAND,UTTARKASHI,21,143
2025-09-19,WEST  BENGAL,HOOGHLY,0,10
2025-09-19,WEST BENGAL,ALIPURDUAR,28,112
2025-09-19,WEST BENGAL,BANKURA,115,1363
2025-09-19,WEST BENGAL,BARDDHAMAN,210,1554
2025-09-19,WEST BENGAL,BARDHAMAN,6,309
2025-09-19,WEST BENGAL,BIRBHUM,208,2100
2025-09-19,WEST BENGAL,COOCH BEHAR,237,1329
2025-09-19,WEST BENGAL,DAKSHIN DINAJPUR,81,1189
2025-09-19,WEST BENGAL,DARJEELING,22,616
2025-09-19,WEST BENGAL,DARJILING,0,114
2025-09-19,WEST BENGAL,EAST MIDNAPORE,7,171
2025-09-19,WEST BENGAL,EAST MIDNAPUR,0,2
2025-09-19,WEST BENGAL,HAORA,6,416
2025-09-19,WEST BENGAL,HOOGHLY,134,1866
2025-09-19,WEST BENGAL,HOWRAH,78,910
2025-09-19,WEST BENGAL,HUGLI,0,16
2025-09-19,WEST BENGAL,JALPAIGURI,146,2458
2025-09-19,WEST BENGAL,JHARGRAM,19,114
2025-09-19,WEST BENGAL,KALIMPONG,1,20
2025-09-19,WEST BENGAL,KOCH BIHAR,2,687
2025-09-19,WEST BENGAL,KOLKATA,45,868
2025-09-19,WEST BENGAL,MALDA,136,1605
2025-09-19,WEST BENGAL,MALDAH,9,265
2025-09-19,WEST BENGAL,MEDINIPUR,0,2
2025-09-19,WEST BENGAL,MURSHIDABAD,298,2603
2025-09-19,WEST BENGAL,NADIA,104,1604
2025-09-19,WEST BENGAL,NORTH 24 PARGANAS,184,2670
2025-09-19,WEST BENGAL,NORTH DINAJPUR,0,68
2025-09-19,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,8,239
2025-09-19,WEST BENGAL,PASCHIM BARDHAMAN,9,86
2025-09-19,WEST BENGAL,PASCHIM MEDINIPUR,140,1765
2025-09-19,WEST BENGAL,PURBA BARDHAMAN,12,105
2025-09-19,WEST BENGAL,PURBA MEDINIPUR,60,524
2025-09-19,WEST BENGAL,PURULIA,6,98
2025-09-19,WEST BENGAL,PURULIYA,208,2056
2025-09-19,WEST BENGAL,SOUTH 24 PARGANAS,179,2063
2025-09-19,WEST BENGAL,SOUTH DINAJPUR,2,94
2025-09-19,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,4,319
2025-09-19,WEST BENGAL,UTTAR DINAJPUR,104,1575
2025-09-19,WEST BENGAL,WEST MIDNAPORE,10,335
2025-09-20,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,0,2
2025-09-20,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,0,1
2025-09-20,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,1,10
2025-09-20,ANDHRA PRADESH,ADILABAD,16,160
2025-09-20,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,6,43
2025-09-20,ANDHRA PRADESH,ANAKAPALLI,7,89
2025-09-20,ANDHRA PRADESH,ANANTAPUR,25,393
2025-09-20,ANDHRA PRADESH,ANANTHAPUR,17,125
2025-09-20,ANDHRA PRADESH,ANANTHAPURAMU,27,156
2025-09-20,ANDHRA PRADESH,ANNAMAYYA,10,64
2025-09-20,ANDHRA PRADESH,BAPATLA,12,44
2025-09-20,ANDHRA PRADESH,CHITTOOR,66,594
2025-09-20,ANDHRA PRADESH,CUDDAPAH,35,440
2025-09-20,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,11,79
2025-09-20,ANDHRA PRADESH,EAST GODAVARI,52,743
2025-09-20,ANDHRA PRADESH,ELURU,5,95
2025-09-20,ANDHRA PRADESH,GUNTUR,69,869
2025-09-20,ANDHRA PRADESH,HYDERABAD,19,262
2025-09-20,ANDHRA PRADESH,K.V.RANGAREDDY,0,4
2025-09-20,ANDHRA PRADESH,KAKINADA,18,141
2025-09-20,ANDHRA PRADESH,KARIM NAGAR,0,2
2025-09-20,ANDHRA PRADESH,KARIMNAGAR,2,78
2025-09-20,ANDHRA PRADESH,KHAMMAM,32,186
2025-09-20,ANDHRA PRADESH,KRISHNA,56,677
2025-09-20,ANDHRA PRADESH,KURNOOL,58,427
2025-09-20,ANDHRA PRADESH,MAHABUB NAGAR,7,128
2025-09-20,ANDHRA PRADESH,MAHBUBNAGAR,15,79
2025-09-20,ANDHRA PRADESH,MEDAK,10,97
2025-09-20,ANDHRA PRADESH,N. T. R,16,179
2025-09-20,ANDHRA PRADESH,NALGONDA,4,371
2025-09-20,ANDHRA PRADESH,NANDYAL,12,59
2025-09-20,ANDHRA PRADESH,NELLORE,49,525
2025-09-20,ANDHRA PRADESH,NIZAMABAD,2,31
2025-09-20,ANDHRA PRADESH,PALNADU,11,133
2025-09-20,ANDHRA PRADESH,PARVATHIPURAM MANYAM,6,42
2025-09-20,ANDHRA PRADESH,PRAKASAM,47,669
2025-09-20,ANDHRA PRADESH,RANGAREDDI,21,134
2025-09-20,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,15,126
2025-09-20,ANDHRA PRADESH,SRI SATHYA SAI,11,108
2025-09-20,ANDHRA PRADESH,SRIKAKULAM,70,503
2025-09-20,ANDHRA PRADESH,TIRUPATI,23,278
2025-09-20,ANDHRA PRADESH,VISAKHAPATNAM,109,869
2025-09-20,ANDHRA PRADESH,VIZIANAGARAM,33,405
2025-09-20,ANDHRA PRADESH,WARANGAL,11,250
2025-09-20,ANDHRA PRADESH,WEST GODAVARI,42,736
2025-09-20,ANDHRA PRADESH,Y. S. R,8,156
2025-09-20,ARUNACHAL PRADESH,ANJAW,0,1
2025-09-20,ARUNACHAL PRADESH,CHANGLANG,5,9
2025-09-20,ARUNACHAL PRADESH,EAST KAMENG,4,0
2025-09-20,ARUNACHAL PRADESH,EAST SIANG,9,44
2025-09-20,ARUNACHAL PRADESH,KRA DAADI,3,0
2025-09-20,ARUNACHAL PRADESH,KURUNG KUMEY,2,3
2025-09-20,ARUNACHAL PRADESH,LOHIT,2,2
2025-09-20,ARUNACHAL PRADESH,LONGDING,0,2
2025-09-20,ARUNACHAL PRADESH,LOWER SIANG,0,2
2025-09-20,ARUNACHAL PRADESH,NAMSAI,0,1
2025-09-20,ARUNACHAL PRADESH,PAPUM PARE,2,39
2025-09-20,ARUNACHAL PRADESH,SIANG,4,2
2025-09-20,ARUNACHAL PRADESH,TAWANG,1,32
2025-09-20,ARUNACHAL PRADESH,UPPER SIANG,0,3
2025-09-20,ARUNACHAL PRADESH,UPPER SUBANSIRI,2,2
2025-09-20,ARUNACHAL PRADESH,WEST KAMENG,4,15
2025-09-20,ARUNACHAL PRADESH,WEST SIANG,5,11
2025-09-20,ASSAM,BAKSA,5,28
2025-09-20,ASSAM,BARPETA,25,315
2025-09-20,ASSAM,BISWANATH,1,13
2025-09-20,ASSAM,BONGAIGAON,14,221
2025-09-20,ASSAM,CACHAR,48,756
2025-09-20,ASSAM,CHARAIDEO,1,29
2025-09-20,ASSAM,CHIRANG,3,38
2025-09-20,ASSAM,DARRANG,27,322
2025-09-20,ASSAM,DHEMAJI,8,111
2025-09-20,ASSAM,DHUBRI,83,1579
2025-09-20,ASSAM,DIBRUGARH,5,201
2025-09-20,ASSAM,DIMA HASAO,0,1
2025-09-20,ASSAM,GOALPARA,15,140
2025-09-20,ASSAM,GOLAGHAT,3,34
2025-09-20,ASSAM,HAILAKANDI,19,269
2025-09-20,ASSAM,HOJAI,7,92
2025-09-20,ASSAM,JORHAT,1,25
2025-09-20,ASSAM,KAMRUP,17,244
2025-09-20,ASSAM,KAMRUP METRO,6,61
2025-09-20,ASSAM,KARBI ANGLONG,19,857
2025-09-20,ASSAM,KARIMGANJ,28,371
2025-09-20,ASSAM,KOKRAJHAR,6,94
2025-09-20,ASSAM,LAKHIMPUR,9,112
2025-09-20,ASSAM,MAJULI,1,6
2025-09-20,ASSAM,MARIGAON,33,341
2025-09-20,ASSAM,NAGAON,39,593
2025-09-20,ASSAM,NALBARI,4,93
2025-09-20,ASSAM,NORTH CACHAR HILLS,7,90
2025-09-20,ASSAM,SIBSAGAR,6,83
2025-09-20,ASSAM,SONITPUR,10,111
2025-09-20,ASSAM,SOUTH SALMARA MANKACHAR,6,413
2025-09-20,ASSAM,SRIBHUMI,0,43
2025-09-20,ASSAM,TINSUKIA,5,98
2025-09-20,ASSAM,UDALGURI,11,39
2025-09-20,ASSAM,WEST KARBI ANGLONG,0,8
2025-09-20,BIHAR,ARARIA,38,1462
2025-09-20,BIHAR,ARWAL,23,543
2025-09-20,BIHAR,AURANGABAD,79,1292
2025-09-20,BIHAR,AURANGABAD(BH),2,11
2025-09-20,BIHAR,BANKA,54,716
2025-09-20,BIHAR,BEGUSARAI,95,1359
2025-09-20,BIHAR,BHAGALPUR,105,1542
2025-09-20,BIHAR,BHOJPUR,61,1232
2025-09-20,BIHAR,BUXAR,35,358
2025-09-20,BIHAR,DARBHANGA,86,1399
2025-09-20,BIHAR,EAST CHAMPARAN,105,2121
2025-09-20,BIHAR,GAYA,171,2899
2025-09-20,BIHAR,GOPALGANJ,61,1073
2025-09-20,BIHAR,JAMUI,58,1415
2025-09-20,BIHAR,JEHANABAD,30,415
2025-09-20,BIHAR,KAIMUR (BHABUA),29,475
2025-09-20,BIHAR,KATIHAR,61,1304
2025-09-20,BIHAR,KHAGARIA,95,1165
2025-09-20,BIHAR,KISHANGANJ,70,1714
2025-09-20,BIHAR,LAKHISARAI,16,350
2025-09-20,BIHAR,MADHEPURA,66,1026
2025-09-20,BIHAR,MADHUBANI,71,1272
2025-09-20,BIHAR,MONGHYR,0,4
2025-09-20,BIHAR,MUNGER,20,417
2025-09-20,BIHAR,MUZAFFARPUR,107,2350
2025-09-20,BIHAR,NALANDA,86,1592
2025-09-20,BIHAR,NAWADA,34,1054
2025-09-20,BIHAR,PASHCHIM CHAMPARAN,0,6
2025-09-20,BIHAR,PATNA,143,2025
2025-09-20,BIHAR,PURBA CHAMPARAN,0,28
2025-09-20,BIHAR,PURNEA,0,38
2025-09-20,BIHAR,PURNIA,51,1006
2025-09-20,BIHAR,ROHTAS,46,930
2025-09-20,BIHAR,SAHARSA,71,849
2025-09-20,BIHAR,SAMASTIPUR,63,1275
2025-09-20,BIHAR,SAMSTIPUR,0,3
2025-09-20,BIHAR,SARAN,117,1094
2025-09-20,BIHAR,SHEIKHPURA,13,532
2025-09-20,BIHAR,SHEIKPURA,0,6
2025-09-20,BIHAR,SHEOHAR,7,294
2025-09-20,BIHAR,SITAMARHI,58,1362
2025-09-20,BIHAR,SIWAN,39,819
2025-09-20,BIHAR,SUPAUL,16,391
2025-09-20,BIHAR,VAISHALI,104,1429
2025-09-20,BIHAR,WEST CHAMPARAN,113,3243
2025-09-20,CHANDIGARH,CHANDIGARH,1,71
2025-09-20,CHHATTISGARH,BALOD,18,221
2025-09-20,CHHATTISGARH,BALODA BAZAR,59,678
2025-09-20,CHHATTISGARH,BALRAMPUR,12,292
2025-09-20,CHHATTISGARH,BASTAR,41,632
2025-09-20,CHHATTISGARH,BEMETARA,19,214
2025-09-20,CHHATTISGARH,BIJAPUR,5,48
2025-09-20,CHHATTISGARH,BILASPUR,58,577
2025-09-20,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,1,10
2025-09-20,CHHATTISGARH,DANTEWADA,1,9
2025-09-20,CHHATTISGARH,DHAMTARI,18,191
2025-09-20,CHHATTISGARH,DURG,35,308
2025-09-20,CHHATTISGARH,GARIYABAND,7,109
2025-09-20,CHHATTISGARH,GAURELA-PENDRA-MARWAHI,0,12
2025-09-20,CHHATTISGARH,JANJGIR CHAMPA,0,2
2025-09-20,CHHATTISGARH,JANJGIR-CHAMPA,7,297
2025-09-20,CHHATTISGARH,JASHPUR,13,172
2025-09-20,CHHATTISGARH,KABEERDHAM,6,119
2025-09-20,CHHATTISGARH,KANKER,16,210
2025-09-20,CHHATTISGARH,KAWARDHA,0,15
2025-09-20,CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,4,21
2025-09-20,CHHATTISGARH,KONDAGAON,2,41
2025-09-20,CHHATTISGARH,KORBA,18,137
2025-09-20,CHHATTISGARH,KORIYA,18,162
2025-09-20,CHHATTISGARH,MAHASAMUND,9,231
2025-09-20,CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,0,14
2025-09-20,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,31,211
2025-09-20,CHHATTISGARH,MUNGELI,35,233
2025-09-20,CHHATTISGARH,NARAYANPUR,4,98
2025-09-20,CHHATTISGARH,RAIGARH,19,415
2025-09-20,CHHATTISGARH,RAIPUR,17,288
2025-09-20,CHHATTISGARH,RAJNANDGAON,42,245
2025-09-20,CHHATTISGARH,SAKTI,6,55
2025-09-20,CHHATTISGARH,SARANGARH-BILAIGARH,2,19
2025-09-20,CHHATTISGARH,SUKMA,2,12
2025-09-20,CHHATTISGARH,SURAJPUR,8,326
2025-09-20,CHHATTISGARH,SURGUJA,30,599
2025-09-20,CHHATTISGARH,UTTAR BASTAR KANKER,6,82
2025-09-20,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,5,35
2025-09-20,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,0,20
2025-09-20,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,0,9
2025-09-20,DAMAN AND DIU,DAMAN,2,5
2025-09-20,DAMAN AND DIU,DIU,0,4
2025-09-20,DELHI,CENTRAL DELHI,4,52
2025-09-20,DELHI,EAST DELHI,48,376
2025-09-20,DELHI,NEW DELHI,1,11
2025-09-20,DELHI,NORTH DELHI,53,308
2025-09-20,DELHI,NORTH EAST,2,111
2025-09-20,DELHI,NORTH EAST DELHI,52,359
2025-09-20,DELHI,NORTH WEST DELHI,137,850
2025-09-20,DELHI,SHAHDARA,4,58
2025-09-20,DELHI,SOUTH DELHI,35,324
2025-09-20,DELHI,SOUTH EAST DELHI,0,13
2025-09-20,DELHI,SOUTH WEST DELHI,45,339
2025-09-20,DELHI,WEST DELHI,32,319
2025-09-20,GOA,BARDEZ,0,3
2025-09-20,GOA,NORTH GOA,1,87
2025-09-20,GOA,SOUTH GOA,3,67
2025-09-20,GUJARAT,AHMADABAD,9,71
2025-09-20,GUJARAT,AHMEDABAD,124,939
2025-09-20,GUJARAT,AMRELI,13,160
2025-09-20,GUJARAT,ANAND,12,178
2025-09-20,GUJARAT,ARVALLI,17,33
2025-09-20,GUJARAT,BANAS KANTHA,2,3
2025-09-20,GUJARAT,BANASKANTHA,81,529
2025-09-20,GUJARAT,BHARUCH,20,220
2025-09-20,GUJARAT,BHAVNAGAR,15,214
2025-09-20,GUJARAT,BOTAD,8,57
2025-09-20,GUJARAT,CHHOTAUDEPUR,29,67
2025-09-20,GUJARAT,DAHOD,36,232
2025-09-20,GUJARAT,DEVBHUMI DWARKA,10,54
2025-09-20,GUJARAT,DOHAD,4,40
2025-09-20,GUJARAT,GANDHINAGAR,42,233
2025-09-20,GUJARAT,GIR SOMNATH,13,69
2025-09-20,GUJARAT,JAMNAGAR,21,323
2025-09-20,GUJARAT,JUNAGADH,28,237
2025-09-20,GUJARAT,KACHCHH,24,419
2025-09-20,GUJARAT,KHEDA,48,301
2025-09-20,GUJARAT,MAHESANA,48,234
2025-09-20,GUJARAT,MAHISAGAR,9,47
2025-09-20,GUJARAT,MORBI,4,26
2025-09-20,GUJARAT,NARMADA,10,68
2025-09-20,GUJARAT,NAVSARI,16,155
2025-09-20,GUJARAT,PANCH MAHALS,2,4
2025-09-20,GUJARAT,PANCHMAHALS,16,123
2025-09-20,GUJARAT,PATAN,13,172
2025-09-20,GUJARAT,PORBANDAR,7,40
2025-09-20,GUJARAT,RAJKOT,26,419
2025-09-20,GUJARAT,SABAR KANTHA,0,15
2025-09-20,GUJARAT,SABARKANTHA,14,169
2025-09-20,GUJARAT,SURAT,156,1530
2025-09-20,GUJARAT,SURENDRA NAGAR,11,187
2025-09-20,GUJARAT,SURENDRANAGAR,1,4
2025-09-20,GUJARAT,TAPI,17,50
2025-09-20,GUJARAT,THE DANGS,2,33
2025-09-20,GUJARAT,VADODARA,62,527
2025-09-20,GUJARAT,VALSAD,32,127
2025-09-20,HARYANA,AMBALA,6,91
2025-09-20,HARYANA,BHIWANI,12,91
2025-09-20,HARYANA,CHARKHI DADRI,6,43
2025-09-20,HARYANA,FARIDABAD,15,142
2025-09-20,HARYANA,FATEHABAD,6,84
2025-09-20,HARYANA,GURGAON,30,224
2025-09-20,HARYANA,HISAR,7,69
2025-09-20,HARYANA,JHAJJAR,4,62
2025-09-20,HARYANA,JIND,13,114
2025-09-20,HARYANA,KAITHAL,9,152
2025-09-20,HARYANA,KARNAL,8,20
2025-09-20,HARYANA,KURUKSHETRA,13,74
2025-09-20,HARYANA,MAHENDRAGARH,13,108
2025-09-20,HARYANA,MEWAT,35,280
2025-09-20,HARYANA,PALWAL,24,99
2025-09-20,HARYANA,PANCHKULA,31,111
2025-09-20,HARYANA,PANIPAT,78,273
2025-09-20,HARYANA,REWARI,28,191
2025-09-20,HARYANA,ROHTAK,15,89
2025-09-20,HARYANA,SIRSA,23,160
2025-09-20,HARYANA,SONIPAT,27,124
2025-09-20,HARYANA,YAMUNA NAGAR,27,169
2025-09-20,HARYANA,YAMUNANAGAR,0,2
2025-09-20,HIMACHAL PRADESH,BILASPUR,11,51
2025-09-20,HIMACHAL PRADESH,CHAMBA,29,137
2025-09-20,HIMACHAL PRADESH,HAMIRPUR,12,61
2025-09-20,HIMACHAL PRADESH,KANGRA,26,231
2025-09-20,HIMACHAL PRADESH,KINNAUR,0,14
2025-09-20,HIMACHAL PRADESH,KULLU,17,81
2025-09-20,HIMACHAL PRADESH,LAHUL & SPITI,0,3
2025-09-20,HIMACHAL PRADESH,LAHUL AND SPITI,2,0
2025-09-20,HIMACHAL PRADESH,MANDI,15,95
2025-09-20,HIMACHAL PRADESH,SHIMLA,14,159
2025-09-20,HIMACHAL PRADESH,SIRMAUR,21,132
2025-09-20,HIMACHAL PRADESH,SOLAN,31,110
2025-09-20,HIMACHAL PRADESH,UNA,10,55
2025-09-20,JAMMU & KASHMIR,DODA,0,2
2025-09-20,JAMMU & KASHMIR,JAMMU,0,1
2025-09-20,JAMMU & KASHMIR,SRINAGAR,0,3
2025-09-20,JAMMU AND KASHMIR,ANANTNAG,28,133
2025-09-20,JAMMU AND KASHMIR,BADGAM,8,62
2025-09-20,JAMMU AND KASHMIR,BANDIPORE,3,13
2025-09-20,JAMMU AND KASHMIR,BARAMULA,6,62
2025-09-20,JAMMU AND KASHMIR,BUDGAM,26,16
2025-09-20,JAMMU AND KASHMIR,DODA,0,39
2025-09-20,JAMMU AND KASHMIR,GANDERBAL,4,20
2025-09-20,JAMMU AND KASHMIR,JAMMU,13,154
2025-09-20,JAMMU AND KASHMIR,KARGIL,0,6
2025-09-20,JAMMU AND KASHMIR,KATHUA,6,115
2025-09-20,JAMMU AND KASHMIR,KULGAM,2,34
2025-09-20,JAMMU AND KASHMIR,KUPWARA,9,38
2025-09-20,JAMMU AND KASHMIR,LEH,1,4
2025-09-20,JAMMU AND KASHMIR,PULWAMA,8,25
2025-09-20,JAMMU AND KASHMIR,RAJOURI,12,60
2025-09-20,JAMMU AND KASHMIR,RAMBAN,5,24
2025-09-20,JAMMU AND KASHMIR,REASI,7,33
2025-09-20,JAMMU AND KASHMIR,SAMBA,10,24
2025-09-20,JAMMU AND KASHMIR,SHUPIYAN,10,20
2025-09-20,JAMMU AND KASHMIR,SRINAGAR,16,190
2025-09-20,JAMMU AND KASHMIR,UDHAMPUR,3,52
2025-09-20,JHARKHAND,BOKARO,45,359
2025-09-20,JHARKHAND,CHATRA,27,218
2025-09-20,JHARKHAND,DEOGHAR,52,422
2025-09-20,JHARKHAND,DHANBAD,26,658
2025-09-20,JHARKHAND,DUMKA,24,321
2025-09-20,JHARKHAND,EAST SINGHBHUM,21,198
2025-09-20,JHARKHAND,GARHWA,25,338
2025-09-20,JHARKHAND,GARHWA *,0,46
2025-09-20,JHARKHAND,GIRIDIH,41,372
2025-09-20,JHARKHAND,GODDA,14,149
2025-09-20,JHARKHAND,GUMLA,48,545
2025-09-20,JHARKHAND,HAZARIBAG,3,85
2025-09-20,JHARKHAND,HAZARIBAGH,71,612
2025-09-20,JHARKHAND,JAMTARA,12,440
2025-09-20,JHARKHAND,KHUNTI,10,179
2025-09-20,JHARKHAND,KODARMA,6,26
2025-09-20,JHARKHAND,KODERMA,0,30
2025-09-20,JHARKHAND,LATEHAR,34,259
2025-09-20,JHARKHAND,LOHARDAGA,32,291
2025-09-20,JHARKHAND,PAKAUR,0,8
2025-09-20,JHARKHAND,PAKUR,27,355
2025-09-20,JHARKHAND,PALAMAU,0,3
2025-09-20,JHARKHAND,PALAMU,34,308
2025-09-20,JHARKHAND,PASHCHIMI SINGHBHUM,3,136
2025-09-20,JHARKHAND,PURBI SINGHBHUM,0,58
2025-09-20,JHARKHAND,RAMGARH,28,383
2025-09-20,JHARKHAND,RANCHI,79,712
2025-09-20,JHARKHAND,SAHEBGANJ,29,857
2025-09-20,JHARKHAND,SAHIBGANJ,2,29
2025-09-20,JHARKHAND,SERAIKELA-KHARSAWAN,17,408
2025-09-20,JHARKHAND,SIMDEGA,21,277
2025-09-20,JHARKHAND,WEST SINGHBHUM,38,620
2025-09-20,KARNATAKA,BAGALKOT,85,277
2025-09-20,KARNATAKA,BAGALKOT *,6,7
2025-09-20,KARNATAKA,BALLARI,16,105
2025-09-20,KARNATAKA,BANGALORE,35,417
2025-09-20,KARNATAKA,BANGALORE RURAL,13,209
2025-09-20,KARNATAKA,BELAGAVI,75,344
2025-09-20,KARNATAKA,BELGAUM,71,387
2025-09-20,KARNATAKA,BELLARY,42,196
2025-09-20,KARNATAKA,BENGALURU,178,1405
2025-09-20,KARNATAKA,BENGALURU RURAL,0,2
2025-09-20,KARNATAKA,BENGALURU SOUTH,4,21
2025-09-20,KARNATAKA,BIDAR,24,211
2025-09-20,KARNATAKA,BIJAPUR,31,177
2025-09-20,KARNATAKA,CHAMARAJANAGAR,0,7
2025-09-20,KARNATAKA,CHAMARAJANAGAR *,0,1
2025-09-20,KARNATAKA,CHAMRAJANAGAR,16,98
2025-09-20,KARNATAKA,CHAMRAJNAGAR,1,34
2025-09-20,KARNATAKA,CHICKMAGALUR,9,108
2025-09-20,KARNATAKA,CHIKKABALLAPUR,33,242
2025-09-20,KARNATAKA,CHIKKAMAGALURU,11,58
2025-09-20,KARNATAKA,CHIKMAGALUR,0,12
2025-09-20,KARNATAKA,CHITRADURGA,40,248
2025-09-20,KARNATAKA,DAKSHINA KANNADA,89,410
2025-09-20,KARNATAKA,DAVANAGERE,2,45
2025-09-20,KARNATAKA,DAVANGERE,40,442
2025-09-20,KARNATAKA,DHARWAD,33,208
2025-09-20,KARNATAKA,GADAG,47,173
2025-09-20,KARNATAKA,GADAG *,1,9
2025-09-20,KARNATAKA,GULBARGA,31,134
2025-09-20,KARNATAKA,HASAN,8,77
2025-09-20,KARNATAKA,HASSAN,36,134
2025-09-20,KARNATAKA,HAVERI,43,157
2025-09-20,KARNATAKA,HAVERI *,0,12
2025-09-20,KARNATAKA,KALABURAGI,44,176
2025-09-20,KARNATAKA,KODAGU,11,69
2025-09-20,KARNATAKA,KOLAR,35,283
2025-09-20,KARNATAKA,KOPPAL,48,225
